stage,topology_seed,dynamics_seed,arm,detected_index,event_time_ms,primary_eligible,primary_exclusion_reasons,prolonged,n_unique_contacts,n_finite_centroids,multiple_local_bursts_contact_fraction,median_mass_outside_detection,mode,support_state,distance_mode0,distance_mode1,in_primary_window,window_start_ms,window_end_ms,qualifying_start_ms,qualifying_end_ms,centroid_SCL9_ms,centroid_ICL11_ms,centroid_SCL8_ms,centroid_ICL10_ms,centroid_SCL7_ms,centroid_ICL9_ms,centroid_ICL8_ms,centroid_SCL6_ms,centroid_ICL7_ms,centroid_ICL6_ms,centroid_ICL5_ms,centroid_ICL4_ms,centroid_ICL3_ms,centroid_ICL2_ms,centroid_ICL1_ms,route_upper_SCL_n,route_upper_SCL_ms,route_right_ICL_n,route_right_ICL_ms,route_middle_ICL_n,route_middle_ICL_ms,route_left_ICL_n,route_left_ICL_ms,route_middle_before_both_ICL_ends,route_right_before_upper_and_left,route_upper_and_left_before_right
screen,2511,820107,B2,58,21487.0,False,overlapping_window,False,11,11,0.0,0.030637555598516317,1,-1,1.3692077846449724,1.0339172192146215,True,21362.0,21612.0,21462.0,21512.0,21366.34375,,21435.798828125,,,21459.572265625,21465.99609375,,21472.484375,21478.365234375,21484.390625,21490.73046875,21498.400390625,21505.58984375,21511.859375,2,21401.0712890625,2,21508.724609375,4,21475.4248046875,1,21459.572265625,False,False,True
screen,2511,820107,B2,59,21686.0,False,overlapping_window,False,13,13,0.0,0.10883551948424425,1,0,0.490756503617252,0.45669167963335494,True,21560.0,21810.0,21652.0,21720.0,21682.099609375,21672.63671875,21671.970703125,21675.13671875,21667.923828125,21680.900390625,21688.359375,21657.001953125,21694.7890625,21701.6328125,21709.1796875,21714.974609375,,,21700.36328125,4,21669.947265625,1,21700.36328125,4,21698.2109375,3,21675.13671875,False,False,True
screen,2511,820107,B2,60,21849.0,False,overlapping_window,False,10,10,0.0,0.03624648940254836,1,-1,0.9301676280215785,0.9801889112386561,True,21724.0,21974.0,21828.0,21870.0,,,,,21971.056640625,,21830.794921875,21966.90625,21835.439453125,21839.96875,21845.283203125,21850.693359375,21859.1171875,21866.318359375,21872.34765625,2,21968.9814453125,2,21869.3330078125,4,21837.7041015625,0,,,,
screen,2511,820107,B2,61,22705.0,True,,False,9,9,0.0,0.03614776971690906,0,1,0.35010100095587193,0.48205277158107523,True,22580.0,22830.0,22680.0,22730.0,22734.8671875,,22724.388671875,,22718.53515625,,,22710.31640625,,,22679.92578125,22686.5625,22692.880859375,22699.708984375,22706.005859375,4,22721.4619140625,2,22702.857421875,1,22679.92578125,0,,,,
screen,2511,820107,B2,62,22985.0,False,overlapping_window,False,9,9,0.0,0.054738372242070274,1,1,0.3314934178726115,0.3535815302615409,True,22860.0,23110.0,22952.0,23018.0,,,,22973.724609375,,22977.0078125,22982.318359375,,22988.03515625,22995.259765625,23001.642578125,,22981.404296875,22987.93359375,22993.70703125,0,,2,22990.8203125,4,22991.6474609375,2,22975.3662109375,False,,
screen,2511,820107,B2,63,23221.0,False,overlapping_window,False,12,12,0.0,0.04761990960979749,0,1,0.3997644877743388,0.46978821262803283,True,23096.0,23346.0,23180.0,23262.0,23219.5234375,23228.443359375,23209.638671875,23222.150390625,,23218.59765625,23220.357421875,,23227.1015625,23232.6484375,23240.658203125,,23199.1796875,23206.462890625,23211.900390625,2,23214.5810546875,2,23209.181640625,4,23229.875,3,23222.150390625,False,True,False
screen,2511,820107,B2,64,23453.0,False,overlapping_window,False,12,12,0.0,0.08129432598527311,0,0,0.737388919896581,0.9742983434656793,True,23328.0,23578.0,23430.0,23476.0,23547.703125,,23543.892578125,,23541.32421875,23445.044921875,23452.033203125,,23459.13671875,23465.380859375,23472.7734375,23481.265625,23431.630859375,23436.138671875,23442.017578125,3,23543.892578125,2,23439.078125,4,23462.2587890625,1,23445.044921875,False,True,False
screen,2511,820108,B0,0,649.0,True,,False,12,12,0.0,0.03165982132121439,0,0,0.7184415707659566,0.9317615642043198,False,524.0,774.0,614.0,684.0,751.3484497070312,,742.23486328125,,736.4404907226562,,641.265625,726.8159790039062,647.5005493164062,652.62841796875,654.8613891601562,645.8035888671875,646.38427734375,652.2481689453125,658.0428466796875,4,739.3376770019531,2,655.1455078125,4,650.0644836425781,0,,,,
screen,2511,820108,B0,1,1142.0,True,,False,9,9,0.0,0.054739931920784274,0,0,0.5209338707330631,0.7399091429213817,False,1016.0,1266.0,1132.0,1152.0,1129.3739013671875,1179.30615234375,1120.996826171875,,,,1174.1317138671875,,1168.2470703125,1165.050048828125,1162.9244384765625,,,1107.4246826171875,1113.18701171875,2,1125.1853637695312,2,1110.3058471679688,4,1166.6485595703125,1,1179.30615234375,False,True,False
screen,2511,820108,B0,2,1718.0,True,,False,11,11,0.0,0.055208715018408544,1,1,0.39797424454706926,0.3061486476792327,False,1592.0,1842.0,1684.0,1752.0,,1727.0345458984375,,1721.024169921875,,1713.52197265625,1706.6995849609375,,1699.1640625,1702.21240234375,1710.809814453125,1716.60400390625,1724.526123046875,1732.260009765625,1739.5003662109375,0,,2,1735.8801879882812,4,1704.4559936523438,3,1721.024169921875,True,,
screen,2511,820108,B0,3,3018.0,True,,False,11,11,0.0,0.07118735553664886,1,1,0.36313637395122084,0.3212209104513993,False,2892.0,3142.0,2982.0,3054.0,,3029.606201171875,,3024.28173828125,,3017.89111328125,3007.670166015625,,3006.775390625,3005.367919921875,3008.09130859375,3011.77099609375,3018.4013671875,3025.57470703125,3031.949462890625,0,,2,3028.7620849609375,4,3007.2227783203125,3,3024.28173828125,True,,
screen,2511,820108,B0,4,3440.0,True,,False,12,12,0.0,0.036871172312861446,0,0,0.7570473849045055,1.0188617115547207,False,3314.0,3564.0,3416.0,3464.0,3541.861572265625,,3532.678466796875,3427.296142578125,3528.15966796875,3433.336181640625,3440.1171875,3525.182861328125,3447.377685546875,3454.466064453125,,,3429.986328125,3436.075439453125,3442.011962890625,4,3530.4190673828125,2,3439.043701171875,3,3447.377685546875,2,3430.316162109375,False,False,False
screen,2511,820108,B0,5,3706.0,True,,False,10,10,0.0,0.16149144821111502,0,0,0.8226187475955259,1.0294689285649778,False,3580.0,3830.0,3702.0,3710.0,3782.86767578125,3693.24169921875,,,,3717.164306640625,3717.626220703125,3785.76025390625,3731.39306640625,3737.000732421875,,,3672.583251953125,3677.974365234375,3678.94482421875,2,3784.31396484375,2,3678.4595947265625,3,3731.39306640625,2,3705.2030029296875,False,True,False
screen,2511,820108,B0,6,4163.0,True,,False,13,13,0.0,0.02622157021679958,1,1,0.615542454614628,0.32219447512527793,False,4038.0,4288.0,4124.0,4202.0,4152.84619140625,,4144.1669921875,,4139.15478515625,4150.484375,4157.4697265625,4132.98828125,4163.2998046875,4169.02734375,4174.873046875,4181.02294921875,4188.93505859375,4196.548828125,4205.2998046875,4,4141.660888671875,2,4200.92431640625,4,4166.16357421875,1,4150.484375,False,False,True
screen,2511,820108,B0,7,4487.0,True,,False,11,11,0.09090909090909091,0.03589184773213086,0,-1,1.1226027554708222,1.1801222915473968,False,4362.0,4612.0,4472.0,4502.0,,,,4458.89453125,4602.63623046875,4465.12451171875,4472.3447265625,,4479.55078125,4485.46435546875,4492.5810546875,4499.81494140625,4455.580078125,4411.18408203125,4413.896484375,1,4602.63623046875,2,4412.540283203125,4,4482.507568359375,2,4462.009521484375,False,True,False
screen,2511,820108,B0,8,4922.0,True,,False,11,11,0.0,0.028256371078133072,1,-1,0.770697754977582,0.7685244316261446,False,4796.0,5046.0,4906.0,4938.0,4872.42626953125,,4878.07275390625,,4883.33154296875,4930.30322265625,4938.31787109375,4892.32373046875,4944.470703125,4950.28369140625,4956.00927734375,4959.0341796875,,,4943.0869140625,4,4880.7021484375,1,4943.0869140625,4,4947.377197265625,1,4930.30322265625,False,False,True
screen,2511,820108,B0,9,5191.0,True,,False,12,12,0.0,0.04074839945696904,1,1,0.5877391316758379,0.33671743827968054,False,5066.0,5316.0,5152.0,5230.0,5188.87646484375,,5180.10400390625,5160.6201171875,,5169.6748046875,5176.85107421875,,5183.63232421875,5188.9375,5194.8876953125,5200.2255859375,5198.01513671875,5204.67236328125,5210.46875,2,5184.490234375,2,5207.570556640625,4,5186.284912109375,2,5165.1474609375,False,False,True
screen,2511,820108,B0,10,5887.0,True,,False,11,11,0.0,0.029495972778755524,1,1,0.35230448420314153,0.32155887494741037,False,5762.0,6012.0,5850.0,5924.0,,5900.4609375,,5894.4345703125,,5887.14306640625,5879.2138671875,,5873.27197265625,5871.46533203125,5877.8701171875,5883.18994140625,5890.8486328125,5898.189453125,5905.13330078125,0,,2,5901.661376953125,4,5875.571044921875,3,5894.4345703125,True,,
screen,2511,820108,B0,11,6204.0,False,overlapping_window,False,10,10,0.0,0.03584789039487961,1,1,0.44691808289305424,0.40772027102340724,False,6078.0,6328.0,6176.0,6232.0,,6227.45166015625,,6222.48486328125,,,6178.27392578125,,6183.9609375,6188.64599609375,6193.49072265625,6199.85009765625,6206.83251953125,6213.5087890625,6219.95849609375,0,,2,6216.733642578125,4,6186.303466796875,2,6224.96826171875,True,,
screen,2511,820108,B0,12,6446.0,False,overlapping_window,False,12,12,0.0,0.030668794710964224,1,1,0.557009833565555,0.2840400274287784,False,6320.0,6570.0,6410.0,6482.0,6426.501953125,,6419.68115234375,,6423.19091796875,,6437.84619140625,6432.47021484375,6443.88525390625,6448.7470703125,6454.8525390625,6461.13720703125,6467.6552734375,6474.38037109375,6480.06103515625,4,6424.846435546875,2,6477.220703125,4,6446.316162109375,0,,,,
screen,2511,820108,B0,13,6823.0,True,,False,10,10,0.3,0.041044005457194735,1,-1,1.0508859535997335,0.8007253090570841,False,6698.0,6948.0,6802.0,6844.0,6701.8349609375,,,,,6792.23486328125,6799.24169921875,,6805.3681640625,6810.052734375,6817.75390625,6824.40380859375,6814.63818359375,6791.16943359375,6768.06640625,1,6701.8349609375,2,6779.617919921875,4,6807.71044921875,1,6792.23486328125,False,False,False
screen,2511,820108,B0,14,7603.0,True,,False,13,13,0.07692307692307693,0.10113693334635306,0,0,0.7723541665074197,1.0474804440277075,False,7478.0,7728.0,7574.0,7632.0,7590.85009765625,7630.759765625,7576.28076171875,7624.9677734375,7574.9580078125,7621.587890625,7666.88232421875,7589.19091796875,7720.93310546875,7681.587890625,,,7581.23876953125,7587.80908203125,7594.2607421875,4,7582.73583984375,2,7591.034912109375,3,7681.587890625,3,7624.9677734375,False,False,False
screen,2511,820108,B0,15,8055.0,True,,False,8,8,0.0,0.2709272958907386,1,1,0.47795741572047384,0.3076088981882436,False,7930.0,8180.0,8042.0,8068.0,,8033.8984375,,8028.9228515625,,8038.0576171875,8041.0126953125,,8038.3779296875,,,8054.5048828125,,8070.67138671875,8077.513671875,0,,2,8074.092529296875,2,8039.6953125,3,8033.8984375,False,,
screen,2511,820108,B0,16,8333.0,True,,False,12,12,0.0,0.0319003630138051,1,-1,0.9050715483099407,0.7576494707344834,False,8208.0,8458.0,8300.0,8366.0,8284.29296875,,8275.005859375,,8268.935546875,8326.1943359375,8332.7275390625,8261.296875,8338.9716796875,8342.607421875,8349.5341796875,,8342.9013671875,8349.88671875,8356.05078125,4,8271.970703125,2,8352.96875,4,8340.78955078125,1,8326.1943359375,False,False,True
screen,2511,820108,B0,17,8902.0,True,,False,12,12,0.0,0.03214481315086247,0,0,0.5540574121246273,0.5786512494450542,False,8776.0,9026.0,8868.0,8936.0,8949.3271484375,,8940.744140625,,8934.5224609375,,8869.9951171875,8925.4130859375,8875.54296875,8880.591796875,8886.0078125,8892.4189453125,8899.4326171875,8906.3037109375,8912.119140625,4,8937.63330078125,2,8909.21142578125,4,8878.0673828125,0,,,,
screen,2511,820108,B0,18,9402.0,True,,False,10,10,0.0,0.02103697448481143,1,1,0.5624877498060696,0.2895167720206421,False,9276.0,9526.0,9372.0,9432.0,,,,9373.80859375,,9379.4599609375,9385.5068359375,,9391.5185546875,9397.0126953125,9403.1259765625,9409.2333984375,9417.185546875,9423.423828125,9429.59375,0,,2,9426.5087890625,4,9394.265625,2,9376.63427734375,False,,
screen,2511,820108,B0,19,9674.0,True,,False,11,11,0.0,0.034470330244498706,1,1,0.5141909495955521,0.25386728038428175,False,9548.0,9798.0,9642.0,9706.0,,,9651.748046875,,9656.025390625,,9665.291015625,9666.2119140625,9670.5380859375,9675.2978515625,9680.2626953125,9686.166015625,9692.2265625,9698.41015625,9703.576171875,3,9656.025390625,2,9700.9931640625,4,9672.91796875,0,,,,
screen,2511,820108,B0,20,9957.0,True,,False,13,13,0.0,0.04341647713608937,0,0,0.8443679632180932,0.8587429565286447,False,9832.0,10082.0,9930.0,9984.0,,,9880.212890625,9957.5654296875,9883.7490234375,9962.6796875,9969.3046875,9892.6884765625,9975.646484375,9980.8408203125,9988.998046875,9996.8818359375,9928.0625,9933.8701171875,9939.24609375,3,9883.7490234375,2,9936.55810546875,4,9978.24365234375,2,9960.12255859375,False,False,False
screen,2511,820108,B0,21,10904.0,True,,False,14,14,0.0,0.02889485631463276,1,-1,0.9059280433155124,0.916508802539101,False,10778.0,11028.0,10862.0,10946.0,10965.3720703125,,10973.3388671875,10869.93359375,10979.4384765625,10873.390625,10880.9150390625,10988.7216796875,10886.05078125,10888.6044921875,10894.515625,10900.1015625,10907.380859375,10914.669921875,10920.689453125,4,10976.388671875,2,10917.6796875,4,10887.32763671875,2,10871.662109375,False,False,False
screen,2511,820108,B0,22,11205.0,True,,False,14,14,0.0,0.030737193159233366,1,1,0.560723046157035,0.3982619577311271,False,11080.0,11330.0,11164.0,11246.0,11205.4189453125,,11214.462890625,11172.4248046875,11219.9814453125,11171.4921875,11175.2998046875,11229.8720703125,11182.177734375,11188.08984375,11194.794921875,11201.0595703125,11209.6142578125,11216.705078125,11223.318359375,4,11217.22216796875,2,11220.01171875,4,11185.1337890625,2,11171.95849609375,False,False,True
screen,2511,820108,B0,23,11528.0,True,,False,9,9,0.0,0.053608721462632285,0,1,0.388007809926587,0.4775432972576981,False,11402.0,11652.0,11500.0,11556.0,,11515.587890625,,11519.2294921875,,11526.544921875,11535.0869140625,,11542.4208984375,11549.0390625,,,11507.5234375,11513.9306640625,11519.8974609375,0,,2,11516.9140625,3,11542.4208984375,3,11519.2294921875,False,,
screen,2511,820108,B0,24,11796.0,True,,False,8,8,0.0,0.03699184454862402,1,1,0.42850677429949097,0.31516127267232374,False,11670.0,11920.0,11770.0,11822.0,,,,,,11781.5634765625,11788.140625,,11794.65234375,11800.1787109375,11805.5146484375,,11800.8759765625,11808.4296875,11814.5302734375,0,,2,11811.47998046875,4,11797.41552734375,1,11781.5634765625,False,,
screen,2511,820108,B0,25,12074.0,True,,False,14,14,0.0,0.026848514349181292,1,1,0.5914318393041185,0.4043351873824155,True,11948.0,12198.0,12034.0,12114.0,12100.623046875,,12091.5634765625,12032.9033203125,12085.4140625,12037.96875,12044.5654296875,12077.087890625,12051.150390625,12056.85546875,12063.005859375,12069.451171875,12077.619140625,12084.845703125,12091.0068359375,4,12088.48876953125,2,12087.92626953125,4,12054.0029296875,2,12035.43603515625,False,False,False
screen,2511,820108,B0,26,12602.0,True,,False,12,12,0.0,0.03511365745834538,0,1,0.4789925880633418,0.4422198041336264,True,12476.0,12726.0,12566.0,12638.0,12629.8916015625,,12620.783203125,,12615.259765625,,12570.9130859375,12605.7080078125,12576.9443359375,12582.6484375,12587.9248046875,12593.9462890625,12599.9951171875,12606.28515625,12612.16015625,4,12618.021484375,2,12609.22265625,4,12579.79638671875,0,,,,
screen,2511,820108,B0,27,12872.0,False,overlapping_window,False,14,14,0.0,0.03671602377762936,1,1,0.5695223226660193,0.21060918029484482,True,12746.0,12996.0,12832.0,12912.0,12866.3564453125,,12860.9794921875,12847.35546875,12863.19921875,12852.9462890625,12859.6767578125,12873.4794921875,12866.091796875,12871.576171875,12877.4052734375,12883.544921875,12889.896484375,12896.560546875,12901.6708984375,4,12864.77783203125,2,12899.11572265625,4,12868.833984375,2,12850.15087890625,False,False,True
screen,2511,820108,B0,28,13120.0,False,overlapping_window,False,15,15,0.0,0.035659346608736917,1,-1,1.0612566853885153,1.0196512937122981,True,12994.0,13244.0,13090.0,13150.0,13227.88671875,13093.478515625,13217.02734375,13093.8798828125,13212.94140625,13099.4150390625,13107.095703125,13203.9248046875,13113.544921875,13119.88671875,13126.9521484375,13133.2412109375,13141.3017578125,13148.421875,13155.375,4,13214.984375,2,13151.8984375,4,13116.7158203125,3,13093.8798828125,False,False,False
screen,2511,820108,B0,29,13566.0,True,,False,10,10,0.0,0.040414986006904546,1,0,0.7684072181814058,0.6287813285062176,True,13440.0,13690.0,13546.0,13586.0,,,,,,13557.4970703125,13563.94921875,13495.9658203125,13570.0,13575.6669921875,13582.064453125,13589.43359375,13589.88671875,13538.548828125,13543.890625,1,13495.9658203125,2,13541.2197265625,4,13572.83349609375,1,13557.4970703125,False,False,False
screen,2511,820108,B0,30,14079.0,True,,False,9,9,0.0,0.054753665238149146,0,1,0.2932978387874264,0.3995128021537804,True,13954.0,14204.0,14050.0,14108.0,,14054.01171875,,,,,14095.0859375,,14087.4716796875,14079.638671875,14072.21875,14066.1103515625,14061.9951171875,14067.806640625,14073.0556640625,0,,2,14070.43115234375,4,14083.55517578125,1,14054.01171875,False,,
screen,2511,820108,B0,31,14350.0,True,,False,9,9,0.0,0.03343193693337753,1,1,0.5121849549967185,0.4380644862832592,True,14224.0,14474.0,14320.0,14380.0,,,,,,,14331.9951171875,14407.5810546875,14337.3984375,14342.0224609375,14346.1201171875,14351.595703125,14359.462890625,14364.9658203125,14365.4873046875,1,14407.5810546875,2,14365.2265625,4,14339.71044921875,0,,,,
screen,2511,820108,B0,32,14615.0,True,,False,11,11,0.0,0.029729646597876483,0,0,0.7984120965676166,1.0447486142168612,True,14490.0,14740.0,14594.0,14636.0,14731.8232421875,,14728.0927734375,,14734.6611328125,,14593.5068359375,,14599.9345703125,14605.0908203125,14610.931640625,14617.1787109375,14624.70703125,14631.79296875,14637.5966796875,3,14731.8232421875,2,14634.69482421875,4,14602.5126953125,0,,,,
screen,2511,820108,B0,33,14871.0,False,overlapping_window,False,12,12,0.16666666666666666,0.03948543746262066,1,-1,1.6373330971775963,1.3714169034498604,True,14746.0,14996.0,14852.0,14890.0,14986.029296875,,14841.7509765625,,14763.427734375,,14849.28515625,14759.83984375,14854.81640625,14859.6396484375,14864.55078125,14870.69921875,14878.1826171875,14885.912109375,14893.9443359375,4,14802.58935546875,2,14889.92822265625,4,14857.22802734375,0,,,,
screen,2511,820108,B0,34,15030.0,False,overlapping_window,False,14,14,0.07142857142857142,0.03155026891868573,1,1,0.6208348454803698,0.42041393841094193,True,14904.0,15154.0,14988.0,15072.0,14992.5048828125,15028.9296875,15002.5029296875,15024.431640625,15008.3681640625,15027.109375,15033.4951171875,15019.34765625,15040.103515625,15046.2705078125,15052.8720703125,15059.078125,15065.9013671875,,15056.1044921875,4,15005.435546875,1,15056.1044921875,4,15043.18701171875,3,15027.109375,False,False,True
screen,2511,820108,B0,35,15536.0,True,,False,15,15,0.0,0.03199470604592885,1,-1,0.853668854562718,0.7697201163143715,True,15410.0,15660.0,15492.0,15580.0,15607.4892578125,15499.71484375,15597.5595703125,15497.830078125,15592.6025390625,15502.978515625,15509.990234375,15583.2392578125,15516.962890625,15522.7275390625,15529.5029296875,15535.9541015625,15544.115234375,15551.4150390625,15557.9541015625,4,15595.0810546875,2,15554.6845703125,4,15519.84521484375,3,15499.71484375,False,False,False
screen,2511,820108,B0,36,15827.0,False,overlapping_window,False,10,10,0.0,0.028297050299766813,1,1,0.5747625552651754,0.29555344105764536,True,15702.0,15952.0,15798.0,15856.0,,,,15797.5810546875,,15804.0517578125,15810.0185546875,,15815.818359375,15822.0185546875,15827.7294921875,15834.119140625,15842.0869140625,15849.3505859375,15855.3857421875,0,,2,15852.3681640625,4,15818.91845703125,2,15800.81640625,False,,
screen,2511,820108,B0,37,16056.0,False,overlapping_window,False,13,13,0.0,0.03209579671753564,1,1,0.5840223189840983,0.27052362709224187,True,15930.0,16180.0,16014.0,16098.0,,,16049.509765625,16028.96484375,16052.126953125,16034.60546875,16040.4560546875,16059.5556640625,16046.896484375,16052.017578125,16057.9873046875,16064.1513671875,16071.9052734375,16079.2822265625,16085.494140625,3,16052.126953125,2,16082.38818359375,4,16049.45703125,2,16031.78515625,False,False,True
screen,2511,820108,B0,38,16297.0,False,overlapping_window,False,10,10,0.0,0.026362499548337887,1,1,0.5884163715407501,0.30303529221042763,True,16172.0,16422.0,16268.0,16326.0,,,,16266.8349609375,,16273.9931640625,16280.408203125,,16286.732421875,16292.2998046875,16298.9033203125,16305.1826171875,16312.5390625,16319.962890625,16326.4765625,0,,2,16323.2197265625,4,16289.51611328125,2,16270.4140625,False,,
screen,2511,820108,B0,39,16515.0,False,overlapping_window,False,12,12,0.0,0.04062179541618828,1,0,0.590282569863639,0.4531042187812491,True,16390.0,16640.0,16478.0,16552.0,16498.771484375,,16487.55078125,,16481.3984375,16513.544921875,16517.814453125,16477.421875,16524.65234375,16533.236328125,,16513.748046875,16520.580078125,16527.41796875,16533.3984375,4,16484.474609375,2,16530.408203125,3,16524.65234375,1,16513.544921875,False,False,True
screen,2511,820108,B0,40,17276.0,True,,False,12,12,0.0,0.0800011821118023,1,1,0.38684585447656794,0.34562137754752975,True,17150.0,17400.0,17236.0,17316.0,17283.986328125,17260.80859375,,17262.935546875,,17268.607421875,17275.783203125,,17279.744140625,17279.650390625,17275.455078125,17275.330078125,17276.453125,17282.236328125,17289.93359375,1,17283.986328125,2,17286.0849609375,4,17277.716796875,3,17262.935546875,False,False,True
screen,2511,820108,B0,41,18563.0,False,overlapping_window,False,12,12,0.0,0.07049929465162762,0,1,0.445481271877747,0.523267758527549,True,18438.0,18688.0,18526.0,18600.0,18614.421875,18572.671875,18611.537109375,18567.005859375,,18560.197265625,18553.154296875,,,18547.388671875,18550.927734375,18554.599609375,18561.24609375,18567.455078125,18573.962890625,2,18612.9794921875,2,18570.708984375,3,18550.927734375,3,18567.005859375,True,False,False
screen,2511,820108,B0,42,18801.0,False,overlapping_window,False,13,13,0.0,0.03323771949323213,1,1,0.46511438602200245,0.3745000000478581,True,18676.0,18926.0,18762.0,18840.0,18839.041015625,18796.181640625,18830.0703125,18791.162109375,,18785.265625,18786.486328125,,18791.173828125,18795.326171875,18800.24609375,18806.138671875,18813.080078125,18820.1328125,18825.373046875,2,18834.5556640625,2,18822.7529296875,4,18793.25,3,18791.162109375,False,False,False
screen,2511,820108,B0,43,19049.0,False,overlapping_window,False,10,10,0.0,0.035964595763666216,0,1,0.49367653336820805,0.5152876091268425,True,18924.0,19174.0,19028.0,19070.0,19035.763671875,19078.27734375,19026.662109375,19073.7421875,19021.509765625,19064.4921875,,19012.212890625,,,,,19048.587890625,19055.509765625,19061.220703125,4,19024.0859375,2,19058.365234375,0,,3,19073.7421875,,False,False
screen,2511,820108,B0,44,19432.0,False,overlapping_window,False,9,9,0.0,0.030527303304735173,1,-1,1.3260356462503962,0.9186562366504477,True,19306.0,19556.0,19410.0,19454.0,19311.142578125,,,,,,19410.13671875,,19415.341796875,19420.662109375,19426.9765625,19433.189453125,19441.029296875,19448.24609375,19450.80859375,1,19311.142578125,2,19449.52734375,4,19418.001953125,0,,,,
screen,2511,820108,B0,45,19649.0,False,overlapping_window,False,11,11,0.0,0.03120311275815358,1,-1,0.7517878543675698,0.7035933046458787,True,19524.0,19774.0,19620.0,19678.0,19627.9609375,19757.05078125,19618.83984375,,,,19637.82421875,,19643.142578125,19648.267578125,19653.927734375,19659.427734375,19663.984375,19668.205078125,19672.701171875,2,19623.400390625,2,19670.453125,4,19645.705078125,1,19757.05078125,True,False,False
screen,2511,820108,B0,46,19898.0,False,overlapping_window,False,10,10,0.0,0.03231355316997749,1,-1,0.7818306933713008,0.7281570156984405,True,19772.0,20022.0,19884.0,19912.0,19876.931640625,,19867.84765625,,19862.39453125,,19922.033203125,19852.537109375,19927.19921875,19932.8125,,,19919.8828125,19926.845703125,19932.625,4,19865.12109375,2,19929.7353515625,3,19927.19921875,0,,,,
screen,2511,820108,B0,47,20156.0,False,overlapping_window,False,8,8,0.0,0.026945035839209798,1,1,0.42807920867678284,0.27108265915302177,True,20030.0,20280.0,20134.0,20178.0,,,,,,,20136.78515625,,20142.640625,20147.865234375,20153.4140625,20159.345703125,20166.330078125,20172.640625,20178.3125,0,,2,20175.4765625,4,20145.2529296875,0,,,,
screen,2511,820108,B0,48,20340.0,False,overlapping_window,False,10,10,0.0,0.029658859655523034,1,1,0.6042780992447513,0.3077535425603193,True,20214.0,20464.0,20312.0,20368.0,,,,20308.51171875,,20314.841796875,20322.083984375,,20329.015625,20334.98828125,20341.734375,20348.265625,20356.365234375,20363.638671875,20370.666015625,0,,2,20367.15234375,4,20332.001953125,2,20311.6767578125,False,,
screen,2511,820108,B0,49,20551.0,False,overlapping_window,False,12,12,0.0,0.02932545516926434,1,1,0.5640010045681212,0.28709755439754614,True,20426.0,20676.0,20512.0,20590.0,20552.14453125,,20542.974609375,,20537.36328125,,20539.552734375,20528.30859375,20545.296875,20550.408203125,20556.03125,20562.048828125,20569.19140625,20576.2734375,20582.900390625,4,20540.1689453125,2,20579.5869140625,4,20547.8525390625,0,,,,
screen,2511,820108,B0,50,20814.0,True,,False,11,11,0.0,0.02204737416343317,1,1,0.6097746513430803,0.26299863044548566,True,20688.0,20938.0,20782.0,20846.0,,20784.458984375,,20788.818359375,,20794.736328125,20801.267578125,,20807.546875,20812.791015625,20819.271484375,20825.41796875,20833.279296875,20840.85546875,20847.09375,0,,2,20843.974609375,4,20810.1689453125,3,20788.818359375,False,,
screen,2511,820108,B0,51,21523.0,True,,False,15,15,0.0,0.04453104075766863,1,1,0.47114718047103,0.33633354461810044,True,21398.0,21648.0,21480.0,21566.0,21525.4296875,21512.609375,21533.345703125,21508.060546875,21538.955078125,21503.37109375,21498.775390625,21547.974609375,21503.66015625,21507.6875,21516.435546875,21522.388671875,21532.365234375,21539.884765625,21546.931640625,4,21536.150390625,2,21543.408203125,4,21505.673828125,3,21508.060546875,True,False,True
screen,2511,820108,B0,52,21782.0,False,overlapping_window,False,10,10,0.0,0.040897930727944336,1,0,0.5526347828445463,0.45325695270081,True,21656.0,21906.0,21756.0,21808.0,21863.650390625,21767.279296875,,,,,21763.72265625,,21769.00390625,21774.169921875,21780.150390625,21786.181640625,21793.5234375,21800.01171875,21806.03515625,1,21863.650390625,2,21803.0234375,4,21771.5869140625,1,21767.279296875,False,False,False
screen,2511,820108,B0,53,22022.0,False,overlapping_window,False,12,12,0.0,0.031157649189260804,1,0,0.5880265546644357,0.5412312567763163,True,21896.0,22146.0,21988.0,22056.0,22078.04296875,,22066.482421875,21987.8359375,,21994.052734375,22000.595703125,,22006.748046875,22011.919921875,22017.98046875,22024.654296875,22032.30078125,22039.505859375,22045.666015625,2,22072.2626953125,2,22042.5859375,4,22009.333984375,2,21990.9443359375,False,False,False
screen,2511,820108,B0,54,22231.0,False,overlapping_window,False,8,8,0.0,0.03363510048625856,1,1,0.43014985986130194,0.32447613718041746,True,22106.0,22356.0,22204.0,22258.0,,,,22220.26171875,,22221.423828125,22226.255859375,,22232.1875,22236.607421875,,,22234.7265625,22241.224609375,22247.201171875,0,,2,22244.212890625,3,22232.1875,2,22220.8427734375,False,,
screen,2511,820108,B0,55,22633.0,False,overlapping_window,False,8,8,0.0,0.08409447876346512,1,1,0.4436141014004555,0.39398637203615017,True,22508.0,22758.0,22622.0,22644.0,22612.216796875,,,,,,22630.86328125,,22637.087890625,22642.150390625,22649.46484375,22644.498046875,,22633.2578125,22646.76171875,1,22612.216796875,2,22640.009765625,4,22639.619140625,0,,,,
