candidate_id,topology_seed,dynamics_seed,inventory_status,artifact_integrity,safe,event_yield_estimable,conditional_estimable,feasibility,n_returned_families,D_support,D_order,D_lag,D_cover,D_support_status,D_order_status,D_lag_status,D_cover_status,failure_reasons
dci_p022,2512,2512,PRESENT_VALIDATED,True,True,True,True,True,41,0.11086879829873995,0.15720067945381166,16.799665884121904,9.486744532809295,OK,OK,OK,OK,
dci_p022,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,32,0.08795170355801013,0.1312874102289849,16.164196054521117,10.115543619151582,OK,OK,OK,OK,
dci_p022,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,35,0.10264942881252907,0.21567170715109807,17.1361825268338,10.55601184159121,OK,OK,OK,OK,
dci_p023,2511,2511,PRESENT_VALIDATED,True,True,True,True,True,39,0.08922412969691305,0.1432827890143412,28.487333244240457,9.650624754823628,OK,OK,OK,OK,
dci_p023,2512,2512,PRESENT_VALIDATED,True,True,True,True,True,32,0.09922837600731937,0.1688096307558472,21.24404285705023,10.007451840577586,OK,OK,OK,OK,
dci_p023,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,31,0.10040430596355919,0.19225840591101648,22.33269550205291,10.073330252946558,OK,OK,OK,OK,
dci_p023,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,27,0.15719952895991288,0.1499067850953826,24.796201507638358,10.335950036395909,OK,OK,OK,OK,
dci_p024,2511,2511,PRESENT_VALIDATED,True,True,True,False,False,44,0.36170817265429017,,,12.783509030257324,OK,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,OK,CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p024,2512,2512,PRESENT_VALIDATED,True,True,True,False,False,50,0.41689727944917804,,,12.652917976187407,OK,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,OK,CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p024,2513,2513,PRESENT_VALIDATED,True,True,True,False,False,41,0.38604215869274405,,,12.176339443717994,OK,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,OK,CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p024,2514,2514,PRESENT_VALIDATED,True,True,True,False,False,55,0.39269908353851557,,,12.571040932573975,OK,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,OK,CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p025,2511,2511,PRESENT_VALIDATED,True,True,True,True,True,33,0.22531531330510676,0.12510687479933041,17.490686336401748,9.76449944109062,OK,OK,OK,OK,
dci_p025,2512,2512,PRESENT_VALIDATED,True,True,True,True,True,40,0.15990667529791128,0.13195600248372805,13.66932071681481,9.20706611722896,OK,OK,OK,OK,
dci_p025,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,21,0.12283190355117318,0.10700784156253577,19.4327192318933,9.904740741099074,OK,OK,OK,OK,
dci_p025,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,27,0.1887673269337847,0.10793716351261534,15.838938478468618,9.834668569230585,OK,OK,OK,OK,
