q,phase,dt_ms,offset_from_low_fold_mv,additive_mv,outcome,contained_local_cycle,bounded_ceiling_cycle,core_poincare_closure_scaled,core_recent_peak_drift,final_fast_rhs_max_per_ms,core_status,core_returns,core_period_ms,core_period_cv,core_peak_hz,core_tail_mean_hz,core_sustained_ceiling,core_support_violations,core_bound_violations,core_return_times_ms,annulus_status,annulus_returns,annulus_period_ms,annulus_period_cv,annulus_peak_hz,annulus_tail_mean_hz,annulus_sustained_ceiling,annulus_support_violations,annulus_bound_violations,annulus_return_times_ms,bath_status,bath_returns,bath_period_ms,bath_period_cv,bath_peak_hz,bath_tail_mean_hz,bath_sustained_ceiling,bath_support_violations,bath_bound_violations,bath_return_times_ms
0.845,0.0,0.125,-0.005,0.15799625213297824,bounded_CCO,True,False,4.773141417861635e-06,0.0022518477118597382,1.3257505998443692e-06,C,7,1583.4444771336382,2.669393601681822e-08,141.26192033290863,7.74275064814609,False,0,0,"[1582.189470010489, 3165.6340856162815, 4749.078424503632, 6332.522961796077, 7915.967398879659, 9499.411857607649, 11082.856393196991]",C,8,1583.4444719518362,1.5724117349553136e-08,92.426598072052,4.921916854603145,False,0,0,"[6.697912099681424, 1589.1240521785878, 3172.5683774003487, 4756.012942272106, 6339.457333092078, 7922.901838124912, 9506.346303982362, 11089.790748947587]",O_unresolved,0,,,9.774625301361084,1.0173580596598046,False,0,0,[]
0.845,0.0,0.125,0.0,0.16299625213297825,LLL,False,False,,,1.0982400230549749e-09,L,0,,,139.9962306022644,2.9263479701111357,False,0,0,[],L,1,,,91.28005802631378,2.0354097999981837,False,0,0,[6.6987130925907215],L,0,,,9.37948189675808,0.8592971830866755,False,0,0,[]
0.845,0.0,0.125,0.005,0.16799625213297825,LLL,False,False,,,3.4212601887320364e-18,L,0,,,139.96383547782898,2.5844790507107973,False,0,0,[],L,1,,,91.24770760536194,1.8712221644818783,False,0,0,[6.699514598484953],L,0,,,9.369175881147385,0.8522469433955848,False,0,0,[]
0.845,0.0,0.125,0.025,0.18799625213297824,LLL,False,False,,,3.469446951953614e-18,L,0,,,139.83401656150818,2.1930737420916557,False,0,0,[],L,1,,,91.11813455820084,1.6726978356018662,False,0,0,[6.7027257621425065],L,0,,,9.328003041446209,0.8439533412456512,False,0,0,[]
0.845,0.25,0.125,-0.005,0.15799625213297824,bounded_CCO,True,False,4.772885817389698e-06,0.0022518477118597382,1.3257505987376156e-06,C,7,1583.4444771322444,2.6693344810810672e-08,141.26192033290863,7.742750613407386,False,0,0,"[1582.1894695146634, 3165.6340851232226, 4749.078424007073, 6332.522961302311, 7915.967398382487, 9499.411857113208, 11082.856392699045]",C,8,1583.4444719523783,1.5724391064296734e-08,92.426598072052,4.921916853325133,False,0,0,"[6.697912313513509, 1589.1240516804828, 3172.5683769043835, 4756.01294177825, 6339.4573325955635, 7922.9018376306185, 9506.34630348533, 11089.790748452699]",O_unresolved,0,,,9.774625301361084,1.0173580592531644,False,0,0,[]
0.845,0.25,0.125,0.0,0.16299625213297825,LLL,False,False,,,1.098240021146779e-09,L,0,,,139.9962306022644,2.9263479701111357,False,0,0,[],L,1,,,91.28005802631378,2.0354097999981837,False,0,0,[6.698713306521355],L,0,,,9.37948189675808,0.8592971830866755,False,0,0,[]
0.845,0.25,0.125,0.005,0.16799625213297825,LLL,False,False,,,3.4212601887320364e-18,L,0,,,139.96383547782898,2.5844790507107973,False,0,0,[],L,1,,,91.24770760536194,1.8712221644818783,False,0,0,[6.699514812514232],L,0,,,9.369175881147385,0.8522469433955848,False,0,0,[]
0.845,0.25,0.125,0.025,0.18799625213297824,LLL,False,False,,,3.517633715175192e-18,L,0,,,139.83401656150818,2.1930737420916557,False,0,0,[],L,1,,,91.11813455820084,1.6726978356018662,False,0,0,[6.702725976567242],L,0,,,9.328003041446209,0.8439533412456512,False,0,0,[]
0.845,0.5,0.125,-0.005,0.15799625213297824,bounded_CCO,True,False,4.805534200496978e-06,0.0022517417043205748,1.3257507398911975e-06,C,7,1583.444477311341,2.676845544102664e-08,141.26192033290863,7.7427507728104015,False,0,0,"[1582.189532848212, 3165.634148101455, 4749.078487430585, 6332.5230243696915, 7915.96746189649, 9499.411920269724, 11082.856456303714]",C,8,1583.44447188429,1.5693992658708097e-08,92.4266055226326,4.921916873076236,False,0,0,"[6.697910542706705, 1589.1241153051303, 3172.5684402537754, 4756.013004856375, 6339.457396013952, 7922.901900776642, 9506.346366972735, 11089.790811666822]",O_unresolved,0,,,9.77462437003851,1.017358061634915,False,0,0,[]
0.845,0.5,0.125,0.0,0.16299625213297825,LLL,False,False,,,1.0982400364123457e-09,L,0,,,139.99629020690918,2.9263479701111357,False,0,0,[],L,1,,,91.28012508153915,2.0354097999981837,False,0,0,[6.698711533788052],L,0,,,9.379514493048191,0.8592971830866755,False,0,0,[]
0.845,0.5,0.125,0.005,0.16799625213297825,LLL,False,False,,,3.4212601887320364e-18,L,0,,,139.96389508247375,2.5844790507107973,False,0,0,[],L,1,,,91.24777466058731,1.8712221644818783,False,0,0,[6.699513037852369],L,0,,,9.369208477437496,0.8522469433955848,False,0,0,[]
0.845,0.5,0.125,0.025,0.18799625213297824,LLL,False,False,,,3.469446951953614e-18,L,0,,,139.83407616615295,2.1930737420916557,False,0,0,[],L,1,,,91.11820161342621,1.6726978356018662,False,0,0,[6.7027241941706075],L,0,,,9.328034706413746,0.8439533412456512,False,0,0,[]
0.845,0.75,0.125,-0.005,0.15799625213297824,bounded_CCO,True,False,4.781057981047825e-06,0.0022518474742171486,1.32575063407029e-06,C,7,1583.4444771770786,2.671196347971609e-08,141.26192033290863,7.742750691714699,False,0,0,"[1582.1894853675417, 3165.634100887176, 4749.078439882468, 6332.522977088561, 7915.967414280542, 9499.411872921777, 11082.856408619797]",C,8,1583.4444719353398,1.5716590461215253e-08,92.426598072052,4.921916856462072,False,0,0,"[6.697911685020097, 1589.1240676062341, 3172.56839276125, 4756.012957567202, 6339.457348469682, 7922.901853436574, 9506.346319376733, 11089.790764275702]",O_unresolved,0,,,9.774625301361084,1.0173580573942371,False,0,0,[]
0.845,0.75,0.125,0.0,0.16299625213297825,LLL,False,False,,,1.098240024095809e-09,L,0,,,139.9962455034256,2.9263479701111357,False,0,0,[],L,1,,,91.28007292747498,2.0354097999981837,False,0,0,[6.698712677468405],L,0,,,9.379490278661251,0.8592971830866755,False,0,0,[]
0.845,0.75,0.125,0.005,0.16799625213297825,LLL,False,False,,,3.4212601887320364e-18,L,0,,,139.96385037899017,2.5844790507107973,False,0,0,[],L,1,,,91.24772250652313,1.8712221644818783,False,0,0,[6.699514182901139],L,0,,,9.369184263050556,0.8522469433955848,False,0,0,[]
0.845,0.75,0.125,0.025,0.18799625213297824,LLL,False,False,,,3.469446951953614e-18,L,0,,,139.83403146266937,2.1930737420916557,False,0,0,[],L,1,,,91.11814945936203,1.6726978356018662,False,0,0,[6.702725344707832],L,0,,,9.32801142334938,0.8439533412456512,False,0,0,[]
0.835,0.0,0.0625,-0.005,0.3027171045276467,bounded_CCO,True,False,2.3407603522493442e-07,0.0025261410901407343,2.2865043329578156e-06,C,7,1617.1319863936903,2.5661605557048996e-09,153.17372977733612,8.392994088295497,False,0,0,"[1601.183882472938, 3218.3158720528004, 4835.447843267013, 6452.579819518785, 8069.711800830632, 9686.843787223068, 11303.975778699856]",C,8,1617.1319941695563,2.0011400707243944e-09,101.09858959913254,5.299526632497619,False,0,0,"[6.469363442512543, 1607.821683930598, 3224.953662369666, 4842.085644720005, 6459.217630986998, 8076.3496211938955, 9693.481615361958, 11310.613613495667]",O_unresolved,0,,,13.847697526216507,1.133318449404953,False,0,0,[]
0.835,0.0,0.0625,0.0,0.3077171045276467,LLL,False,False,,,1.0240906075410782e-09,L,0,,,145.1454758644104,2.6801467237402936,False,0,0,[],L,1,,,94.11473572254181,1.8934582268536655,False,0,0,[6.470090934285015],L,0,,,9.311255998909473,0.8534734902304864,False,0,0,[]
0.835,0.0,0.0625,0.005,0.3127171045276467,LLL,False,False,,,6.938893903907228e-18,L,0,,,145.11260390281677,2.3682168684899807,False,0,0,[],L,1,,,94.083771109581,1.744107692502439,False,0,0,[6.470818866553847],L,0,,,9.301702491939068,0.8471139008179307,False,0,0,[]
0.835,0.0,0.0625,0.025,0.33271710452764675,LLL,False,False,,,6.938893903907228e-18,L,0,,,144.98095214366913,2.0106120500713587,False,0,0,[],L,1,,,93.9597636461258,1.5621419297531247,False,0,0,[6.47373500889778],L,0,,,9.263534098863602,0.839579151943326,False,0,0,[]
0.835,0.25,0.0625,-0.005,0.3027171045276467,bounded_CCO,True,False,2.3433160846196273e-07,0.0025261410901407343,2.2865043631668976e-06,C,7,1617.1319863965675,2.5661506773981956e-09,153.17372977733612,8.392994092245718,False,0,0,"[1601.1838863949956, 3218.315875952291, 4835.447847169306, 6452.579823423858, 8069.711804738572, 9686.843791133944, 11303.975782613561]",C,8,1617.1319941718066,2.001130648860898e-09,101.09858959913254,5.299526653062002,False,0,0,"[6.469363336047746, 1607.8216878344656, 3224.953666275702, 4842.0856486282155, 6459.217634897363, 8076.3496251065, 9693.48161927687, 11310.613617412782]",O_unresolved,0,,,13.847697526216507,1.133318453006625,False,0,0,[]
0.835,0.25,0.0625,0.0,0.3077171045276467,LLL,False,False,,,1.024090608928857e-09,L,0,,,145.1454758644104,2.6801467237402936,False,0,0,[],L,1,,,94.11473572254181,1.8934582268536655,False,0,0,[6.470090827707755],L,0,,,9.311257861554623,0.8534734902304864,False,0,0,[]
0.835,0.25,0.0625,0.005,0.3127171045276467,LLL,False,False,,,6.938893903907228e-18,L,0,,,145.11261880397797,2.3682168684899807,False,0,0,[],L,1,,,94.083771109581,1.744107692502439,False,0,0,[6.470818759864041],L,0,,,9.301705285906792,0.8471139008179307,False,0,0,[]
0.835,0.25,0.0625,0.025,0.33271710452764675,LLL,False,False,,,6.938893903907228e-18,L,0,,,144.98095214366913,2.0106120500713587,False,0,0,[],L,1,,,93.9597636461258,1.5621419297531247,False,0,0,[6.473734901756576],L,0,,,9.263535961508751,0.839579151943326,False,0,0,[]
0.835,0.5,0.0625,-0.005,0.3027171045276467,bounded_CCO,True,False,2.3726586352384272e-07,0.002525946524646827,2.2865047099951926e-06,C,7,1617.1319864291875,2.5661649103796915e-09,153.17372977733612,8.392994092013351,False,0,0,"[1601.1839314245824, 3218.3159207229514, 4835.447891972329, 6452.579868259249, 8069.711849606541, 9686.84383603456, 11303.975827546812]",C,8,1617.1319941972379,2.001146946868158e-09,101.09858959913254,5.2995266639832,False,0,0,"[6.469362062483571, 1607.8217326551824, 3224.953711121481, 4842.085693499154, 6459.21767979347, 8076.349670027992, 9693.481664223822, 11310.613662385183]",O_unresolved,0,,,13.847697526216507,1.133318450973423,False,0,0,[]
0.835,0.5,0.0625,0.0,0.3077171045276467,LLL,False,False,,,1.024090614479972e-09,L,0,,,145.14552056789398,2.6801467237402936,False,0,0,[],L,1,,,94.11478787660599,1.8934582268536655,False,0,0,[6.470089552832249],L,0,,,9.311282075941563,0.8534734902304864,False,0,0,[]
0.835,0.5,0.0625,0.005,0.3127171045276467,LLL,False,False,,,6.938893903907228e-18,L,0,,,145.11266350746155,2.3682168684899807,False,0,0,[],L,1,,,94.08382326364517,1.744107692502439,False,0,0,[6.47081748367588],L,0,,,9.301729500293732,0.8471139008179307,False,0,0,[]
0.835,0.5,0.0625,0.025,0.33271710452764675,LLL,False,False,,,6.938893903907228e-18,L,0,,,144.9809968471527,2.0106120500713587,False,0,0,[],L,1,,,93.95981580018997,1.5621419297531247,False,0,0,[6.4737336203046345],L,0,,,9.263560175895691,0.839579151943326,False,0,0,[]
0.835,0.75,0.0625,-0.005,0.3027171045276467,bounded_CCO,True,False,2.3462627211588303e-07,0.0025261410901407343,2.2865043979956345e-06,C,7,1617.1319863998115,2.566145860995373e-09,153.17372977733612,8.392994064594175,False,0,0,"[1601.1838909169496, 3218.315880448229, 4835.4478516685385, 6452.579827926374, 8069.71180924437, 9686.843795642928, 11303.975787125808]",C,8,1617.1319941743288,2.0011256056363466e-09,101.09858959913254,5.299526637725852,False,0,0,"[6.469363212973379, 1607.8216923354466, 3224.953670779185, 4842.085653134271, 6459.217639405977, 8076.349629617675, 9693.48162379051, 11310.613621928964]",O_unresolved,0,,,13.847697526216507,1.133318450973423,False,0,0,[]
0.835,0.75,0.0625,0.0,0.3077171045276467,LLL,False,False,,,1.0240906107503167e-09,L,0,,,145.1454758644104,2.6801467237402936,False,0,0,[],L,1,,,94.1147431731224,1.8934582268536655,False,0,0,[6.470090704503612],L,0,,,9.311259724199772,0.8534734902304864,False,0,0,[]
0.835,0.75,0.0625,0.005,0.3127171045276467,LLL,False,False,,,6.938893903907228e-18,L,0,,,145.11261880397797,2.3682168684899807,False,0,0,[],L,1,,,94.08377856016159,1.744107692502439,False,0,0,[6.470818636529987],L,0,,,9.301707148551941,0.8471139008179307,False,0,0,[]
0.835,0.75,0.0625,0.025,0.33271710452764675,LLL,False,False,,,6.938893903907228e-18,L,0,,,144.98095214366913,2.0106120500713587,False,0,0,[],L,1,,,93.95977109670639,1.5621419297531247,False,0,0,[6.47373477790158],L,0,,,9.263538755476475,0.839579151943326,False,0,0,[]
0.8375,0.0,0.0625,-0.005,0.2669962310675765,bounded_CCO,True,False,3.367906189741238e-07,0.0003251075982063193,1.8904355911920738e-06,C,7,1607.815416791527,4.456571164530369e-10,150.1791477203369,8.230087505453666,False,0,0,"[1596.903192273926, 3204.7186055707425, 4812.534019739881, 6420.349434781524, 8028.164850696176, 9635.980267486311, 11243.795685156105]",C,8,1607.8154190002977,3.456724209482346e-10,98.87990355491638,5.20316652090153,False,0,0,"[6.506575790195151, 1603.603120250348, 3211.4185365438834, 4819.233953512675, 6427.0493711569525, 8034.864789477272, 9642.680208476157, 11250.495628157845]",O_unresolved,0,,,12.726127170026302,1.1018931289076128,False,0,0,[]
0.8375,0.0,0.0625,0.0,0.2719962310675765,LLL,False,False,,,1.041691344988438e-09,L,0,,,144.0281718969345,2.7376168506022935,False,0,0,[],L,1,,,93.56346726417542,1.9266214928108298,False,0,0,[6.50731451494119],L,0,,,9.4448272138834,0.8548286888923147,False,0,0,[]
0.8375,0.0,0.0625,0.005,0.2769962310675765,LLL,False,False,,,6.938893903907228e-18,L,0,,,143.9947932958603,2.4187329690903425,False,0,0,[],L,1,,,93.53227913379669,1.7738492460921407,False,0,0,[6.5080536925145],L,0,,,9.434993378818035,0.8483104757033288,False,0,0,[]
0.8375,0.0,0.0625,0.025,0.2969962310675765,LLL,False,False,,,6.938893903907228e-18,L,0,,,143.8610702753067,2.053270349279046,False,0,0,[],L,1,,,93.40734779834747,1.588058890774846,False,0,0,[6.5110149397335215],L,0,,,9.395699016749859,0.8406010456383228,False,0,0,[]
0.8375,0.25,0.0625,-0.005,0.2669962310675765,bounded_CCO,True,False,3.34070276145626e-07,0.00032510753365979755,1.8904349590107874e-06,C,7,1607.8154167598843,4.4555387676892654e-10,150.1791477203369,8.230087470017864,False,0,0,"[1596.9030872546214, 3204.718500519997, 4812.533914657787, 6420.3493296679, 8028.164745551102, 9635.980162309615, 11243.795579947553]",C,8,1607.8154189757527,3.4556779053836094e-10,98.87990355491638,5.203166504868282,False,0,0,"[6.506578502611226, 1603.6030151193181, 3211.4184313885194, 4819.233848333067, 6427.049265952917, 8034.864684248887, 9642.680103223249, 11250.495522880175]",O_unresolved,0,,,12.726125307381153,1.101893126119222,False,0,0,[]
0.8375,0.25,0.0625,0.0,0.2719962310675765,LLL,False,False,,,1.0416913318045395e-09,L,0,,,144.02806758880615,2.7376168506022935,False,0,0,[],L,1,,,93.56336295604706,1.9266214930431957,False,0,0,[6.507317230237903],L,0,,,9.444773197174072,0.8548286888923147,False,0,0,[]
0.8375,0.25,0.0625,0.005,0.2769962310675765,LLL,False,False,,,6.938893903907228e-18,L,0,,,143.99468898773193,2.4187329690903425,False,0,0,[],L,1,,,93.53216737508774,1.7738492460921407,False,0,0,[6.50805641069477],L,0,,,9.434939362108707,0.8483104757033288,False,0,0,[]
0.8375,0.25,0.0625,0.025,0.2969962310675765,LLL,False,False,,,6.938893903907228e-18,L,0,,,143.86096596717834,2.053270349279046,False,0,0,[],L,1,,,93.40724349021912,1.588058890774846,False,0,0,[6.5110176694775115],L,0,,,9.395645000040531,0.8406010456383228,False,0,0,[]
0.8375,0.5,0.0625,-0.005,0.2669962310675765,bounded_CCO,True,False,3.336496267810778e-07,0.00032510753365979755,1.8904348612559101e-06,C,7,1607.8154167549662,4.455409571913423e-10,150.1791477203369,8.230087374631658,False,0,0,"[1596.9030710156037, 3204.7184842761058, 4812.533898408955, 6420.349313414197, 8028.164729292517, 9635.980146046091, 11243.795563679096]",C,8,1607.8154189719323,3.455541799328345e-10,98.87990355491638,5.203166469200115,False,0,0,"[6.506578935131183, 1603.6029988630019, 3211.4184151284276, 4819.233832069133, 6427.049249685211, 8034.8646679773965, 9642.68008694792, 11250.495506601008]",O_unresolved,0,,,12.726125307381153,1.1018931268163197,False,0,0,[]
0.8375,0.5,0.0625,0.0,0.2719962310675765,LLL,False,False,,,1.0416913269473138e-09,L,0,,,144.02805268764496,2.7376168506022935,False,0,0,[],L,1,,,93.56334805488586,1.9266214930431957,False,0,0,[6.507317663208634],L,0,,,9.4447648152709,0.8548286888923147,False,0,0,[]
0.8375,0.5,0.0625,0.005,0.2769962310675765,LLL,False,False,,,6.938893903907228e-18,L,0,,,143.99467408657074,2.4187329690903425,False,0,0,[],L,1,,,93.53215247392654,1.7738492460921407,False,0,0,[6.508056844116746],L,0,,,9.434930980205536,0.8483104757033288,False,0,0,[]
0.8375,0.5,0.0625,0.025,0.2969962310675765,LLL,False,False,,,6.938893903907228e-18,L,0,,,143.86095106601715,2.053270349279046,False,0,0,[],L,1,,,93.40722858905792,1.588058890774846,False,0,0,[6.51101810470906],L,0,,,9.39563661813736,0.8406010456383228,False,0,0,[]
0.8375,0.75,0.0625,-0.005,0.2669962310675765,bounded_CCO,True,False,3.3586353615487294e-07,0.00032520686770195486,1.8904353757487856e-06,C,7,1607.8154167807363,4.455945309549917e-10,150.1791477203369,8.23008748988515,False,0,0,"[1596.903156483857, 3204.7185697699574, 4812.533983928485, 6420.349398959426, 8028.1648148634085, 9635.980231642758, 11243.795649301635]",C,8,1607.8154189919248,3.4560844724127416e-10,98.87990355491638,5.203166531938911,False,0,0,"[6.506576730326851, 1603.6030844222323, 3211.4185007074734, 4819.233917668076, 6427.049335304073, 8034.8647536161425, 9642.68017260666, 11250.495592279847]",O_unresolved,0,,,12.726127170026302,1.1018931308827231,False,0,0,[]
0.8375,0.75,0.0625,0.0,0.2719962310675765,LLL,False,False,,,1.041691346549689e-09,L,0,,,144.02812719345093,2.7376168506022935,False,0,0,[],L,1,,,93.56343001127243,1.9266214930431957,False,0,0,[6.507315456060955],L,0,,,9.444809518754482,0.8548286888923147,False,0,0,[]
0.8375,0.75,0.0625,0.005,0.2769962310675765,LLL,False,False,,,6.938893903907228e-18,L,0,,,143.9947634935379,2.4187329690903425,False,0,0,[],L,1,,,93.53224188089371,1.7738492460921407,False,0,0,[6.508054634623332],L,0,,,9.434974752366543,0.8483104757033288,False,0,0,[]
0.8375,0.75,0.0625,0.025,0.2969962310675765,LLL,False,False,,,6.938893903907228e-18,L,0,,,143.86102557182312,2.053270349279046,False,0,0,[],L,1,,,93.40731054544449,1.588058890774846,False,0,0,[6.511015885808701],L,0,,,9.395680390298367,0.8406010456383228,False,0,0,[]
0.84,0.0,0.0625,-0.005,0.23097865821629854,bounded_CCO,True,False,2.8535943750066485e-06,0.0016573097152603555,1.6104537955302992e-06,C,7,1598.9731229420893,1.2708676676299915e-08,147.12877571582794,8.06785623406798,False,0,0,"[1592.2823405422157, 3191.2554896796037, 4790.228575701648, 6389.201700745887, 7988.174818705346, 9587.147919627847, 11186.121069572155]",C,8,1598.9731198697955,1.519328065884285e-08,96.58439457416534,5.107834592680939,False,0,0,"[6.552250113565589, 1599.048557066171, 3198.021663985904, 4796.994802289608, 6395.967890621083, 7994.941036067233, 9593.914123282811, 11192.88725023047]",O_unresolved,0,,,11.642629280686378,1.0712410358989988,False,0,0,[]
0.84,0.0,0.0625,0.0,0.23597865821629854,LLL,False,False,,,1.059864102558039e-09,L,0,,,142.70274341106415,2.7976790410531556,False,0,0,[],L,1,,,92.86942332983017,1.961261729715381,False,0,0,[6.553007832379838],L,0,,,9.490328840911388,0.8562477238145387,False,0,0,[]
0.84,0.0,0.0625,0.005,0.24097865821629855,LLL,False,False,,,6.8907071406856506e-18,L,0,,,142.6687389612198,2.471502171829343,False,0,0,[],L,1,,,92.83793717622757,1.8048847559839487,False,0,0,[6.553766020509661],L,0,,,9.480279870331287,0.8495619986206293,False,0,0,[]
0.84,0.0,0.0625,0.025,0.26097865821629856,LLL,False,False,,,6.938893903907228e-18,L,0,,,142.53249764442444,2.0978073589503765,False,0,0,[],L,1,,,92.71184355020523,1.6150708543136716,False,0,0,[6.556803475234324],L,0,,,9.440126828849316,0.8416683995164931,False,0,0,[]
0.84,0.25,0.0625,-0.005,0.23097865821629854,bounded_CCO,True,False,2.8627183906716253e-06,0.0016574109992373316,1.6104539318242267e-06,C,7,1598.9731229884553,1.2752951419483916e-08,147.12877571582794,8.067856300408447,False,0,0,"[1592.2823709820043, 3191.255520035396, 4790.228606168664, 6389.201731128898, 7988.174849199879, 9587.147950038303, 11186.121100094264]",C,8,1598.9731198553534,1.5151298954590055e-08,96.58438712358475,5.107834624631252,False,0,0,"[6.552249311140215, 1599.0485875441475, 3198.0216943990836, 4796.994832788588, 6395.96792105524, 7994.941066437102, 9593.914153738182, 11192.8872806213]",O_unresolved,0,,,11.642630212008953,1.0712410397330363,False,0,0,[]
0.84,0.25,0.0625,0.0,0.23597865821629854,LLL,False,False,,,1.0598641088030436e-09,L,0,,,142.70275831222534,2.7976790410531556,False,0,0,[],L,1,,,92.86945313215256,1.961261729715381,False,0,0,[6.553007029110699],L,0,,,9.490344673395157,0.8562477238145387,False,0,0,[]
0.84,0.25,0.0625,0.005,0.24097865821629855,LLL,False,False,,,6.987080667128806e-18,L,0,,,142.66876876354218,2.471502171829343,False,0,0,[],L,1,,,92.83796697854996,1.8048847559839487,False,0,0,[6.5537652163959015],L,0,,,9.480294771492481,0.8495619986206293,False,0,0,[]
0.84,0.25,0.0625,0.025,0.26097865821629856,LLL,False,False,,,6.938893903907228e-18,L,0,,,142.53252744674683,2.0978073589503765,False,0,0,[],L,1,,,92.71187335252762,1.6150708543136716,False,0,0,[6.556802667733359],L,0,,,9.44014173001051,0.8416683995164931,False,0,0,[]
0.84,0.5,0.0625,-0.005,0.23097865821629854,bounded_CCO,True,False,2.900668700851782e-06,0.0016580185351684773,1.6104544987326392e-06,C,7,1598.9731231809167,1.2938281204234367e-08,147.12877571582794,8.067856351528949,False,0,0,"[1592.2824975945423, 3191.255646298723, 4790.228732894785, 6389.201857505451, 7988.174976039789, 9587.148076528105, 11186.121227048201]",C,8,1598.973119794883,1.4976794589367344e-08,96.58434987068176,5.107834680050522,False,0,0,"[6.552246040396248, 1599.0487143152914, 3198.0218209008754, 4796.994959647426, 6395.968047644303, 7994.941192758237, 9593.91428041456, 11192.887407028951]",O_unresolved,0,,,11.642630212008953,1.0712410367122793,False,0,0,[]
0.84,0.5,0.0625,0.0,0.23597865821629854,LLL,False,False,,,1.059864128925836e-09,L,0,,,142.7028775215149,2.7976790410531556,False,0,0,[],L,1,,,92.8695797920227,1.961261729715381,False,0,0,[6.553003754884227],L,0,,,9.49040800333023,0.8562477238145387,False,0,0,[]
0.84,0.5,0.0625,0.005,0.24097865821629855,LLL,False,False,,,6.987080667128806e-18,L,0,,,142.66887307167053,2.471502171829343,False,0,0,[],L,1,,,92.8380936384201,1.8048847559839487,False,0,0,[6.553761938683342],L,0,,,9.480358101427555,0.8495619986206293,False,0,0,[]
0.84,0.5,0.0625,0.025,0.26097865821629856,LLL,False,False,,,6.938893903907228e-18,L,0,,,142.53264665603638,2.0978073589503765,False,0,0,[],L,1,,,92.71199256181717,1.6150708543136716,False,0,0,[6.55679937604055],L,0,,,9.440205059945583,0.8416683995164931,False,0,0,[]
0.84,0.75,0.0625,-0.005,0.23097865821629854,bounded_CCO,True,False,2.8559270822546535e-06,0.0016573097152603555,1.610453830375516e-06,C,7,1598.9731229539414,1.2719972521082771e-08,147.12877571582794,8.067856262648988,False,0,0,"[1592.2823483245736, 3191.25549744042, 4790.228583490974, 6389.201708513793, 7988.174826501786, 9587.1479274028, 11186.121077375617]",C,8,1598.973119866101,1.5182545547238217e-08,96.58439457416534,5.107834633228791,False,0,0,"[6.552249905726681, 1599.0485648582944, 3198.0216717613944, 4796.994810087109, 6395.9678984020675, 7994.941043831803, 9593.914131069252, 11192.88725800037]",O_unresolved,0,,,11.642629280686378,1.0712410425214272,False,0,0,[]
0.84,0.75,0.0625,0.0,0.23597865821629854,LLL,False,False,,,1.0598641034254008e-09,L,0,,,142.70274341106415,2.7976790410531556,False,0,0,[],L,1,,,92.86943078041077,1.961261729715381,False,0,0,[6.55300762432412],L,0,,,9.490333497524261,0.8562477238145387,False,0,0,[]
0.84,0.75,0.0625,0.005,0.24097865821629855,LLL,False,False,,,6.987080667128806e-18,L,0,,,142.6687389612198,2.471502171829343,False,0,0,[],L,1,,,92.83794462680817,1.8048847559839487,False,0,0,[6.553765812236921],L,0,,,9.480283595621586,0.8495619986206293,False,0,0,[]
0.84,0.75,0.0625,0.025,0.26097865821629856,LLL,False,False,,,6.938893903907228e-18,L,0,,,142.53251254558563,2.0978073589503765,False,0,0,[],L,1,,,92.71185100078583,1.6150708543136716,False,0,0,[6.556803266091242],L,0,,,9.440130554139614,0.8416683995164931,False,0,0,[]
0.8425,0.0,0.0625,-0.005,0.19465034582030377,bounded_CCO,True,False,1.2024029478387897e-07,0.0012838914611376807,1.4270212287279155e-06,C,7,1590.692161790473,1.1391229695808286e-09,144.03250813484192,7.901104359154194,False,0,0,"[1587.2523428474178, 3177.9444957449145, 4768.636650869278, 6359.328808218041, 7950.02096778901, 9540.71312958003, 11131.40529358946]",C,8,1590.6921716781371,8.755841054829688e-10,94.34451907873154,5.0109515126707205,False,0,0,"[6.608575033338092, 1594.0894780341634, 3184.781642874848, 4775.473809428148, 6366.165977691825, 7956.858147663923, 9547.550319342527, 11138.242492726236]",O_unresolved,0,,,10.603715665638447,1.0414525170921127,False,0,0,[]
0.8425,0.0,0.0625,0.0,0.19965034582030378,LLL,False,False,,,1.0786055080341806e-09,L,0,,,141.21684432029724,2.8605182541761094,False,0,0,[],L,1,,,92.00412034988403,1.9974843120228447,False,0,0,[6.609353664150123],L,0,,,9.425095282495022,0.8577353901001151,False,0,0,[]
0.8425,0.0,0.0625,0.005,0.20465034582030378,LLL,False,False,,,6.938893903907228e-18,L,0,,,141.1851942539215,2.526690252125263,False,0,0,[],L,1,,,91.97226911783218,1.8373079365119338,False,0,0,[6.610132785871808],L,0,,,9.414919652044773,0.8508726023137569,False,0,0,[]
0.8425,0.0,0.0625,0.025,0.22465034582030377,LLL,False,False,,,6.987080667128806e-18,L,0,,,141.05840027332306,2.1443585865199566,False,0,0,[],L,1,,,91.84470027685165,1.6432554693892598,False,0,0,[6.613254191495764],L,0,,,9.374265559017658,0.8427845896221697,False,0,0,[]
