progress_bin,metric,n_patients,median,q25,q75
0.7000000000000001,posterior_weighted_excitation,34,0.032112390152855795,0.018867353041361827,0.05906732191207271
0.7000000000000001,posterior_weighted_inhibition,34,0.01873198758321884,0.011411768628321849,0.03069385340968196
0.7000000000000001,mode0_probability,34,0.5257502092540703,0.5130493524760072,0.5454487703013666
0.7000000000000001,forward_probability,34,0.5019645465010152,0.4938907856300153,0.5103942571658509
0.8,posterior_entropy_normalized,34,0.9811217713689229,0.9744040322046206,0.9844979142701789
0.8,posterior_max,34,0.3221276152670375,0.31404565949479957,0.33151715172235274
0.8,posterior_weighted_excitation,34,0.03181673451078214,0.01900363008532271,0.05503628303396367
0.8,posterior_weighted_inhibition,34,0.01851058194276163,0.011332400915734625,0.031398401623099904
0.8,mode0_probability,34,0.5257979336510086,0.5106309602236068,0.5466566938037674
0.8,forward_probability,34,0.5035375768004533,0.4890717401067771,0.5134459364118522
0.9,posterior_entropy_normalized,32,0.9781973507126389,0.9660989325930538,0.9809665068746961
0.9,posterior_max,32,0.32770639663265483,0.32082494967095765,0.3399316224615787
0.9,posterior_weighted_excitation,32,0.03142414970383207,0.018131086152080925,0.04513603189121135
0.9,posterior_weighted_inhibition,32,0.018447200206691557,0.010820686666245083,0.02747177083888347
0.9,mode0_probability,32,0.5286020550318062,0.5169317047059623,0.5501359373688368
0.9,forward_probability,32,0.5037527794607226,0.48619254355088487,0.515469865354955
1.0,posterior_entropy_normalized,34,0.9754605848575011,0.9679921420174651,0.9807057233879026
1.0,posterior_max,34,0.3323503650026396,0.31955834320979193,0.34354983329831157
1.0,posterior_weighted_excitation,34,0.03281927065433065,0.020027327098887326,0.055307994603936095
1.0,posterior_weighted_inhibition,34,0.019043987985680806,0.011634451593181439,0.03191121092186222
1.0,mode0_probability,34,0.5238110040849511,0.5122812309564324,0.5488789421651745
1.0,forward_probability,34,0.5033635685040676,0.486909911847064,0.5188329320044431
