subject,dataset,comparison,component,gain_nats,gain_bits
epilepsiae_139,epilepsiae,retrained_minus_frozen_unordered,event_stop_contribution_nll,-0.028095781803131076,-0.04053364507727558
epilepsiae_139,epilepsiae,retrained_minus_frozen_unordered,event_terminal_stop_nll,0.1447162628173828,0.2087814347026221
epilepsiae_139,epilepsiae,retrained_minus_frozen_unordered,event_total_nll,-0.050347328186035156,-0.07263584069600205
epilepsiae_253,epilepsiae,fir_minus_retrained_unordered,event_contact_choice_nll,0.004985094070434792,0.007191970493781252
epilepsiae_253,epilepsiae,fir_minus_retrained_unordered,event_contact_contribution_nll,0.003959059715270996,0.005711715817804738
epilepsiae_253,epilepsiae,fir_minus_retrained_unordered,event_continue_nll,0.047676026821136405,0.06878196746414271
epilepsiae_253,epilepsiae,fir_minus_retrained_unordered,event_stop_contribution_nll,-0.009052366018295233,-0.013059803562906303
epilepsiae_253,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.2953298091888428,-0.4260708511434273
epilepsiae_253,epilepsiae,fir_minus_retrained_unordered,event_total_nll,-0.005093336105346458,-0.007348130740764042
epilepsiae_253,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,0.03010845184326172,0.04343731416311785
epilepsiae_253,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,0.025567173957824707,0.03688563507849916
epilepsiae_253,epilepsiae,fir_minus_selected_linear,event_continue_nll,0.049009516835212694,0.07070578689452552
epilepsiae_253,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.024913474917411804,-0.035942546714661586
epilepsiae_253,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,-0.3704836368560791,-0.5344949056227729
epilepsiae_253,epilepsiae,fir_minus_selected_linear,event_total_nll,-0.015009880065917969,-0.02165467953543796
epilepsiae_253,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,0.008959412574768288,0.01292570009089643
epilepsiae_253,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,0.007403016090393066,0.01068029460123128
epilepsiae_253,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,-0.0222575590014457,-0.03211086999367922
epilepsiae_253,epilepsiae,retrained_minus_frozen_unordered,event_stop_contribution_nll,-0.007039308547973577,-0.01015557553344877
epilepsiae_253,epilepsiae,retrained_minus_frozen_unordered,event_terminal_stop_nll,0.13311243057250977,0.19204064346763627
epilepsiae_253,epilepsiae,retrained_minus_frozen_unordered,event_total_nll,0.00036370754241965564,0.0005247190677827495
epilepsiae_384,epilepsiae,fir_minus_retrained_unordered,event_contact_choice_nll,0.007892489433288574,0.011386455365673972
epilepsiae_384,epilepsiae,fir_minus_retrained_unordered,event_contact_contribution_nll,0.006720185279846191,0.009695177977089112
