subject,dataset,condition,seed,heldout_event_nll,n_eval_events,top1_next_set_accuracy,stop_brier,stop_accuracy,terminal_stop_probability,nonterminal_stop_probability
yuquan_huanghanwen,yuquan,history_2_gru,20260725,1.9036164516988008,92,0.2580645161290322,0.2423272879491807,0.4693877551020408,0.6137007248684007,0.4778770477078366
yuquan_huanghanwen,yuquan,history_3_gru,20260725,1.8966093348420183,92,0.2681451612903225,0.1940802678372334,0.6241496598639455,0.6062645345407749,0.4066125765072389
yuquan_litengsheng,yuquan,history_1_gru,20260725,2.8355118673901227,129,0.0873101952277657,0.3888967261396437,0.1307653319817536,0.6782083514026975,0.6302190152641454
yuquan_litengsheng,yuquan,history_2_gru,20260725,2.80695056545642,129,0.0932754880694143,0.3050014028499073,0.1966548403446528,0.6225503278409773,0.5482233076052099
yuquan_litengsheng,yuquan,history_3_gru,20260725,2.7907888482707417,129,0.0954446854663774,0.2957358297491681,0.2615306639635073,0.6323610242095833,0.5330698482729795
yuquan_liyouran,yuquan,history_1_gru,20260725,2.334455205785467,470,0.1828613733111234,0.3994309618522166,0.1600544866337476,0.7018404643797681,0.641914113952884
yuquan_liyouran,yuquan,history_2_gru,20260725,2.327185044136453,470,0.1865630205441421,0.3079558401820036,0.2400817299506215,0.6396314458063811,0.5519433887470326
yuquan_liyouran,yuquan,history_3_gru,20260725,2.324722131262434,470,0.2043309272626318,0.2891480792403388,0.3201089732674953,0.6471081036137639,0.523752096911327
yuquan_pengzihang,yuquan,history_1_gru,20260725,1.9114061768410613,4525,0.3221388199407877,0.3601958058967535,0.2383837319565904,0.6849437288410892,0.6146119594096331
yuquan_pengzihang,yuquan,history_2_gru,20260725,1.9259087131300023,4525,0.3230359759562188,0.2968578798562213,0.3575755979348857,0.6549764796322526,0.5417083779135843
yuquan_pengzihang,yuquan,history_3_gru,20260725,1.9267087271990695,4525,0.3193875414934657,0.2582284540362992,0.4757138341586766,0.6511960038542424,0.489919939800337
yuquan_songzishuo,yuquan,history_1_gru,20260725,3.1811238394843206,90,0.0890027958993476,0.4257539711803002,0.0805008944543828,0.7014395194482277,0.6573696285183264
yuquan_songzishuo,yuquan,history_2_gru,20260725,3.1844625896877714,90,0.0955265610438024,0.3275510477436322,0.1220930232558139,0.6128787597891067,0.569219315266977
yuquan_songzishuo,yuquan,history_3_gru,20260725,3.1882016897201537,90,0.0904007455731593,0.3203839504296615,0.1726296958855098,0.608360157388013,0.556195174340796
yuquan_sunyuanxin,yuquan,history_1_gru,20260725,1.982697045292836,257,0.2585341365461847,0.3406495809715162,0.2285460204535349,0.663048904999146,0.5938663242629012
yuquan_sunyuanxin,yuquan,history_2_gru,20260725,1.990193363757449,257,0.2730923694779116,0.2509871149666988,0.3428190306803023,0.5859404033759543,0.489782705314239
yuquan_sunyuanxin,yuquan,history_3_gru,20260725,1.9731753391978344,257,0.233433734939759,0.2124497797676028,0.4593152512227657,0.5757379320797517,0.4334705223061625
yuquan_wangyiyang,yuquan,history_1_gru,20260725,2.5913238941381374,384,0.1279701289884589,0.3674564992273086,0.1223709369024856,0.6550498618536186,0.6122096049116141
yuquan_wangyiyang,yuquan,history_2_gru,20260725,2.5935244727879763,384,0.1294976238968092,0.2651776464343697,0.2284894837476099,0.5669260428388446,0.508746855338407
yuquan_wangyiyang,yuquan,history_3_gru,20260725,2.5854871372381845,384,0.126612355736592,0.2369915022600085,0.3781070745697896,0.5553530495152711,0.4711936917725717
yuquan_xuxinyi,yuquan,history_1_gru,20260725,2.163260788284382,1333,0.2351507555184179,0.3844994439857658,0.1727411749713266,0.5991294906359322,0.624014236323863
yuquan_xuxinyi,yuquan,history_2_gru,20260725,2.1528226844547214,1333,0.231529837755031,0.3240499925561896,0.2392634127692111,0.5738535190832489,0.5614982140933051
yuquan_xuxinyi,yuquan,history_3_gru,20260725,2.1335593735644087,1333,0.223800570990878,0.3141076602869888,0.3397476742704218,0.6261121585089069,0.5430489438575153
yuquan_zhangbichen,yuquan,history_1_gru,20260725,3.438312025924227,1675,0.0641945979445333,0.3461102311907176,0.0560538116591928,0.6158216821365756,0.589369831648918
yuquan_zhangbichen,yuquan,history_2_gru,20260725,3.4333850497630105,1675,0.0661054588648453,0.3593192837449321,0.0840807174887892,0.628521083254777,0.5988021686928789
yuquan_zhangbichen,yuquan,history_3_gru,20260725,3.4343088440396894,1675,0.0669489920639019,0.3452067821005227,0.1121076233183856,0.6347229881059663,0.5835069877937168
yuquan_zhangjiaqi,yuquan,history_1_gru,20260725,1.521701763225866,9656,0.2842075713827398,0.2757208611939143,0.3244187609192313,0.61534491714971,0.5294995850435715
yuquan_zhangjiaqi,yuquan,history_2_gru,20260725,1.5053927761185435,9656,0.2936316971446904,0.2338934653816459,0.4866281413788469,0.6073058304619519,0.4675539637043591
yuquan_zhangjiaqi,yuquan,history_3_gru,20260725,1.4849790344084208,9656,0.2881576836701957,0.2010081317103563,0.6477959951619406,0.6350001221172791,0.4136453659245619
yuquan_zhangkexuan,yuquan,history_1_gru,20260725,2.7116907596588136,1590,0.1276429385893468,0.337890070621233,0.0984977543750968,0.6278050347004307,0.5825037760735613
yuquan_zhangkexuan,yuquan,history_2_gru,20260725,2.700420127424804,1590,0.1382635608405277,0.3185514293802461,0.1477466315626452,0.623555692086424,0.5615606838119312
yuquan_zhangkexuan,yuquan,history_3_gru,20260725,2.70160204404555,1590,0.1408372699136667,0.313606027370276,0.1970264828867895,0.6401710844181056,0.5506892857202557
yuquan_zhaochenxi,yuquan,history_1_gru,20260725,2.849821254122773,763,0.0925735797399041,0.3461526024789016,0.1225604369126977,0.622074889975076,0.5911163090712509
yuquan_zhaochenxi,yuquan,history_2_gru,20260725,2.838809758620056,763,0.0975359342915811,0.3055783138094168,0.1838406553690466,0.5986322823959499,0.5497579103674181
yuquan_zhaochenxi,yuquan,history_3_gru,20260725,2.832063243398504,763,0.096167008898015,0.2873162242656994,0.244237410649747,0.5985314699174733,0.5269445699618246
epilepsiae_1073,epilepsiae,history_1_gru,20260726,1.6550046100859572,27655,0.1711113395702683,0.2520753193473699,0.4427456473884331,0.6211730407763193,0.510096876182045
epilepsiae_1073,epilepsiae,history_2_gru,20260726,1.5943300326420975,27655,0.1623110928343785,0.2194448929211225,0.5851270762457474,0.64791965572723,0.462526997361903
epilepsiae_1073,epilepsiae,history_3_gru,20260726,1.5137889578165271,27655,0.1731366299989719,0.1675856303187125,0.7587512507504502,0.6765244196838344,0.3850267824906543
epilepsiae_1077,epilepsiae,history_1_gru,20260726,1.4096237742897166,6476,0.3779393072767715,0.2430897936347328,0.4092000505497283,0.5891010028025856,0.4932265806814709
epilepsiae_1077,epilepsiae,history_2_gru,20260726,1.384077264597712,6476,0.3869558309501112,0.2203966076186237,0.6138000758245924,0.6262163079685059,0.4581487607403146
epilepsiae_1077,epilepsiae,history_3_gru,20260726,1.332704088472893,6476,0.3639577375278042,0.1793518366960151,0.6585049917856691,0.6587881240019733,0.3986084296726043
epilepsiae_1084,epilepsiae,history_1_gru,20260726,1.906690577095975,1464,0.2220832932576704,0.2643360971145491,0.3137172245173257,0.596772957519198,0.5187859197286716
epilepsiae_1084,epilepsiae,history_2_gru,20260726,1.8954838647868464,1464,0.2271809175723766,0.291942601703945,0.3655678273332771,0.6568821673278039,0.5447966493397356
epilepsiae_1084,epilepsiae,history_3_gru,20260726,1.8900128431170364,1464,0.1870731941906319,0.2995955636543572,0.399291796644465,0.7059226480226214,0.5429452755546668
epilepsiae_1096,epilepsiae,history_1_gru,20260726,1.4989479123458778,28068,0.340854044382378,0.2409778177516451,0.3883180816043007,0.5908334102001275,0.4954538347201823
epilepsiae_1096,epilepsiae,history_2_gru,20260726,1.4857208462641995,28068,0.3347952897364842,0.2514728602012367,0.5086164718673553,0.6579264440785315,0.5060985412345492
epilepsiae_1096,epilepsiae,history_3_gru,20260726,1.4650964710669792,28068,0.3642526202477325,0.2288479459320722,0.600181208661774,0.6953118832830101,0.4674854927371839
epilepsiae_1125,epilepsiae,history_1_gru,20260726,1.4731795270713026,7195,0.3516814534158567,0.2636181117109707,0.2896071486073096,0.6028281976283558,0.5211075393292979
epilepsiae_1125,epilepsiae,history_2_gru,20260726,1.460001594809876,7195,0.3557291789235874,0.2680315701171911,0.4344107229109644,0.6482194948785575,0.5206001420963183
epilepsiae_1125,epilepsiae,history_3_gru,20260726,1.468249664031606,7195,0.313769326712635,0.2570659812191554,0.4906214780228626,0.6871187745364333,0.4947551489627178
epilepsiae_1146,epilepsiae,history_1_gru,20260726,2.161614528128148,2486,0.1789421651013346,0.3059660316041582,0.1749870163593871,0.6028633155371891,0.5588584569344904
epilepsiae_1146,epilepsiae,history_2_gru,20260726,2.1456594152596336,2486,0.2048937221947602,0.3128176682429667,0.2107569462477278,0.6289187462184436,0.5593887287543309
epilepsiae_1146,epilepsiae,history_3_gru,20260726,2.154702692145028,2486,0.1924299131417272,0.3419901642417587,0.2861918982082576,0.6757054428380304,0.5780073166932379
epilepsiae_1150,epilepsiae,history_1_gru,20260726,1.5784151618827245,1713,0.3642072213500785,0.2760183308016867,0.3040468583599574,0.6258637086259914,0.5384587315260363
epilepsiae_1150,epilepsiae,history_2_gru,20260726,1.557995869343697,1713,0.3557299843014129,0.2364246941252349,0.4697373091941782,0.5934142916013403,0.4791466417667802
epilepsiae_1150,epilepsiae,history_3_gru,20260726,1.555090158220905,1713,0.321193092621664,0.2198265642578669,0.6000177493787717,0.6257652849211769,0.4455389960862493
epilepsiae_139,epilepsiae,history_1_gru,20260726,1.527925540522252,1837,0.3732735214260418,0.2455385210684683,0.3564221963523477,0.57759117372877,0.5006302504208692
epilepsiae_139,epilepsiae,history_2_gru,20260726,1.4822218013510602,1837,0.3680793294770393,0.1952269616312032,0.669965075669383,0.5405857794788339,0.4192765568572622
epilepsiae_139,epilepsiae,history_3_gru,20260726,1.4448069698082473,1837,0.3497816078385078,0.1657485443525888,0.7144935972060535,0.567180446345283,0.3663693808549138
epilepsiae_253,epilepsiae,history_1_gru,20260726,1.753922994970688,10150,0.216829277552105,0.2609192806547626,0.3230837789661319,0.5766542083247175,0.5144804253929908
epilepsiae_253,epilepsiae,history_2_gru,20260726,1.686547679607504,10150,0.2562355263657416,0.2270647099996649,0.4877450980392157,0.5664691630840822,0.4633214943891315
epilepsiae_253,epilepsiae,history_3_gru,20260726,1.639126314846753,10150,0.2313124027181959,0.1862527441619542,0.6587725999490706,0.5670761055963657,0.3978899108315756
epilepsiae_384,epilepsiae,history_1_gru,20260726,1.7787962260981665,4299,0.3335742391391632,0.2771134816272695,0.2944016435541859,0.6190880473890934,0.5350992333286438
