job,phase,z,kind,mode,contact,n,patient_fraction,model_fraction
ou_dyn847103,continuous,,ou,0,ICL11,4,0.8239212717638152,0.75
ou_dyn847103,continuous,,ou,0,SCL8,4,0.8310370931112794,0.5
ou_dyn847103,continuous,,ou,0,ICL10,4,0.8405753217259652,0.75
ou_dyn847103,continuous,,ou,0,SCL7,4,0.8449659348978047,0.5
ou_dyn847103,continuous,,ou,0,ICL9,4,0.8514761544284632,1.0
ou_dyn847103,continuous,,ou,0,ICL8,4,0.8535957607872824,0.75
ou_dyn847103,continuous,,ou,0,SCL6,4,0.7087055261165783,0.75
ou_dyn847103,continuous,,ou,0,ICL7,4,0.6687358062074186,1.0
ou_dyn847103,continuous,,ou,0,ICL6,4,0.4834216502649508,1.0
ou_dyn847103,continuous,,ou,0,ICL5,4,0.6319454958364875,1.0
ou_dyn847103,continuous,,ou,0,ICL4,4,0.851778955336866,1.0
ou_dyn847103,continuous,,ou,0,ICL3,4,0.863890991672975,1.0
ou_dyn847103,continuous,,ou,0,ICL2,4,0.8146858440575322,1.0
ou_dyn847103,continuous,,ou,0,ICL1,4,0.7751703255109765,1.0
ou_dyn847103,continuous,,ou,1,SCL9,7,0.7913406760349412,0.42857142857142855
ou_dyn847103,continuous,,ou,1,ICL11,7,0.8876566654006837,0.42857142857142855
ou_dyn847103,continuous,,ou,1,SCL8,7,0.9051272312951006,0.42857142857142855
ou_dyn847103,continuous,,ou,1,ICL10,7,0.8992783896695784,0.42857142857142855
ou_dyn847103,continuous,,ou,1,SCL7,7,0.9323205469046715,0.5714285714285714
ou_dyn847103,continuous,,ou,1,ICL9,7,0.9011773642233194,0.42857142857142855
ou_dyn847103,continuous,,ou,1,ICL8,7,0.8823395366502089,1.0
ou_dyn847103,continuous,,ou,1,SCL6,7,0.8318268135206989,0.5714285714285714
ou_dyn847103,continuous,,ou,1,ICL7,7,0.7187998480820357,1.0
ou_dyn847103,continuous,,ou,1,ICL6,7,0.5595898214963919,0.8571428571428571
ou_dyn847103,continuous,,ou,1,ICL5,7,0.7086213444739841,0.8571428571428571
ou_dyn847103,continuous,,ou,1,ICL4,7,0.9535890619065704,1.0
ou_dyn847103,continuous,,ou,1,ICL3,7,0.9640714014432207,1.0
ou_dyn847103,continuous,,ou,1,ICL2,7,0.8575769084694265,1.0
ou_dyn847103,continuous,,ou,1,ICL1,7,0.7690087352829472,0.8571428571428571
