actual_microbatch,arm,effective_batch,family,initial_lr,inner_best,inner_initial,inner_last,inputs,last_lr,last_parameter_hash,packets_sha256,peak_allocated_gib,peak_reserved_gib,plateau_drops,protocol,seconds,seed,selected_parameter_hash,selected_updates,source_digest,split_id,stage,status,stop_reason,subject,target_table_digest,task_id,total_parameters,training_interpretation_recorded,transform_id,updates
32,marked_history,32,I-L-G1,"[0.001, 0.001]",3.262370633880514,3.2887409345309644,3.4832946211983127,P_marks,"[8.999999999999999e-05, 8.999999999999999e-05]",efca3afefbf47938322468abdb7f36ad89c73a5aa19185f03e0a8841bf2b752a,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.14345741271972656,0.1640625,2,S-E,490.59514331817627,20260906,3471ec27a2552a0bf1d9f3b4d00beae25c72d405e06bfecfedcef58ca7282eb7,400,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,969bf8d0ef740e9283de7d4a2f410676b9447ae221abe16885227b3e978d05f9,inner0,COMPLETE,plateau,epilepsiae_1125,e20e743decaef5911801a0128171a0365abaec16255b38c7ec0a8113cdfcb553,t019,30682,budget != convergence; state origin must not qualify as learned state,6f13f91cd7381ff747c3131f398730c8b7cb1414050b37cdba5d42b4dbc0b126,1400
32,marked_history,32,I-L-G1,"[0.001, 0.001]",2.960793497282065,3.1103424891713196,3.142354452430798,P_marks,"[8.999999999999999e-05, 8.999999999999999e-05]",d0549ac504eca1bd94f348448b23d9771280659e36040307b2f6bedf3d5bd019,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.14357233047485352,0.1640625,2,S-E,379.87545824050903,20260906,fddd55b659092f6ce3c67ca51edb1a3ec8674b15fb9a06ab61d9784d01597d05,50,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,27f164c28a3211a37090ce3421a64ad12dc850026699e3e0bbabc3d8fef4f814,inner1,COMPLETE,plateau,epilepsiae_1125,0e4cacee8c0e16ad881d891c8f7f0e00327e7a9faf36690f657f4fd75ae58d0f,t020,30682,budget != convergence; state origin must not qualify as learned state,d4a769cbaee63cf81d6e0916684c2fd951d9c7885e514bc04159f2c9acff3201,1050
32,marked_history,32,I-L-G1,"[0.001, 0.001]",,,,P_marks,"[0.001, 0.001]",45b6ed2c216e03f8c701bbf3432727809968579c7fa9b839110ef51d546baea2,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.14313745498657227,0.1640625,0,S-E,108.61431097984314,20260906,45b6ed2c216e03f8c701bbf3432727809968579c7fa9b839110ef51d546baea2,225,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t022,30682,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,225
32,marked_history,32,I-L-G1,"[0.001, 0.001]",,,,P_marks,"[0.001, 0.001]",46842d78e68f98478414e59ae70b6c3db612a56251e4ab99c0c89106b966e9ba,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.14313745498657227,0.1640625,0,S-E,98.3257782459259,20260907,46842d78e68f98478414e59ae70b6c3db612a56251e4ab99c0c89106b966e9ba,225,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t024,30682,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,225
32,marked_history,32,I-L-G1,"[0.001, 0.001]",,,,P_marks,"[0.001, 0.001]",d42ad507be11a589334efa22df33b31fb09d6e96eecb3dbc8c77aef1ffe7bdc9,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.14313745498657227,0.1640625,0,S-E,96.85721039772034,20260908,d42ad507be11a589334efa22df33b31fb09d6e96eecb3dbc8c77aef1ffe7bdc9,225,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t026,30682,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,225
32,fixed_marked_history,32,I-L-G1,"[0.001, 0.001]",3.2569191481063315,3.2885687040609928,3.4456015843892898,P_marks,"[8.999999999999999e-05, 8.999999999999999e-05]",ef9d7cca4e488e970b3d9f55ec517dbc8a79ea27bb8d20c2a4881b02bcf0f444,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.13741683959960938,0.140625,2,S-E,270.05103397369385,20260906,9849dfa365e7dc2ae81960cab160163d3b4f859a1fe9f34343643757943f4a50,400,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,969bf8d0ef740e9283de7d4a2f410676b9447ae221abe16885227b3e978d05f9,inner0,COMPLETE,plateau,epilepsiae_1125,e20e743decaef5911801a0128171a0365abaec16255b38c7ec0a8113cdfcb553,t028,37170,budget != convergence; state origin must not qualify as learned state,6f13f91cd7381ff747c3131f398730c8b7cb1414050b37cdba5d42b4dbc0b126,1400
32,fixed_marked_history,32,I-L-G1,"[0.001, 0.001]",2.9699366147400434,3.110638941027502,3.346611931763842,P_marks,"[8.999999999999999e-05, 8.999999999999999e-05]",09a4a11e92fa4b599aff763aa0d17deb8639e65102d467b6bbec32254b6dc441,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.13741683959960938,0.140625,2,S-E,182.43722343444824,20260906,cf25dca3664fccbab5b5b555557cb416a6988efb6adfee8e229bd4724e2d42e2,50,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,27f164c28a3211a37090ce3421a64ad12dc850026699e3e0bbabc3d8fef4f814,inner1,COMPLETE,plateau,epilepsiae_1125,0e4cacee8c0e16ad881d891c8f7f0e00327e7a9faf36690f657f4fd75ae58d0f,t029,37170,budget != convergence; state origin must not qualify as learned state,d4a769cbaee63cf81d6e0916684c2fd951d9c7885e514bc04159f2c9acff3201,1050
32,fixed_marked_history,32,I-L-G1,"[0.001, 0.001]",,,,P_marks,"[0.001, 0.001]",9002f0071a6781a55d6141ea3b5f6e5bcc3d36ea364678a1b0c2c2dbd792583c,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.1369304656982422,0.140625,0,S-E,56.68365001678467,20260906,9002f0071a6781a55d6141ea3b5f6e5bcc3d36ea364678a1b0c2c2dbd792583c,225,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t031,37170,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,225
32,fixed_marked_history,32,I-L-G1,"[0.001, 0.001]",,,,P_marks,"[0.001, 0.001]",fc35bb02b6c2c16ccb63cc94d81ef56a491314264bb5908bd857b4d87cf55a6a,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.1369304656982422,0.140625,0,S-E,56.36888599395752,20260907,fc35bb02b6c2c16ccb63cc94d81ef56a491314264bb5908bd857b4d87cf55a6a,225,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t033,37170,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,225
32,fixed_marked_history,32,I-L-G1,"[0.001, 0.001]",,,,P_marks,"[0.001, 0.001]",ea305f349ab7abd19cd60ccea6f81842df49dcaaa3fdb01433bfde0063d57a53,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.1369304656982422,0.140625,0,S-E,56.47720956802368,20260908,ea305f349ab7abd19cd60ccea6f81842df49dcaaa3fdb01433bfde0063d57a53,225,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t035,37170,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,225
32,constant_state,32,I-L-G1,"[0.001, 0.001]",3.203506203198544,3.288610571918218,3.234481891594146,P_stats,"[8.999999999999999e-05, 8.999999999999999e-05]",bc378601552577756f32b4396104ae0d83881207e2aa9bf4257683942f9850d6,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.13571882247924805,0.140625,2,S-E,117.29747676849365,20260906,9d4575ff701e9b273a539ce3d26898ab772edfbedbb2f03ec62e8b67ccf9370e,400,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,969bf8d0ef740e9283de7d4a2f410676b9447ae221abe16885227b3e978d05f9,inner0,COMPLETE,plateau,epilepsiae_1125,e20e743decaef5911801a0128171a0365abaec16255b38c7ec0a8113cdfcb553,t037,3378,budget != convergence; state origin must not qualify as learned state,6f13f91cd7381ff747c3131f398730c8b7cb1414050b37cdba5d42b4dbc0b126,1400
32,constant_state,32,I-L-G1,"[0.001, 0.001]",3.0390759841138957,3.1108476369566005,3.045290085044349,P_stats,"[8.999999999999999e-05, 8.999999999999999e-05]",cc1d0c702033e26c7e88248a1cf020abe4c26f14d7f495fe74286b4215f1022f,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.13571882247924805,0.140625,2,S-E,106.0573742389679,20260906,c0d03c24faed0c81d391d10f855c9e380ae888c7a7efbf5ff4c6156e55369540,700,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,27f164c28a3211a37090ce3421a64ad12dc850026699e3e0bbabc3d8fef4f814,inner1,COMPLETE,plateau,epilepsiae_1125,0e4cacee8c0e16ad881d891c8f7f0e00327e7a9faf36690f657f4fd75ae58d0f,t038,3378,budget != convergence; state origin must not qualify as learned state,d4a769cbaee63cf81d6e0916684c2fd951d9c7885e514bc04159f2c9acff3201,1050
32,constant_state,32,I-L-G1,"[0.001, 0.001]",,,,P_stats,"[0.0003, 0.0003]",088e4c464f358b0df6fce34a1d906c83d39a23ae1f1eee2c6e10bb384c2d6759,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.13564014434814453,0.140625,0,S-E,72.61670637130737,20260906,088e4c464f358b0df6fce34a1d906c83d39a23ae1f1eee2c6e10bb384c2d6759,550,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t040,3378,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,550
32,constant_state,32,I-L-G1,"[0.001, 0.001]",,,,P_stats,"[0.0003, 0.0003]",80c558dc1a2c4e1c2464cea2d23124a324278570261777ceb935774c0d5eb8ba,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.13564014434814453,0.140625,0,S-E,65.34704256057739,20260907,80c558dc1a2c4e1c2464cea2d23124a324278570261777ceb935774c0d5eb8ba,550,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t042,3378,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,550
32,constant_state,32,I-L-G1,"[0.001, 0.001]",,,,P_stats,"[0.0003, 0.0003]",fb0024dce02a76f7e6d565b72a5a251b367a188a7d463e5e0c602d152be522da,038d680278fd0240fae601ce61cb9bb29531b81381133f6b46e625ba61572913,0.13564014434814453,0.140625,0,S-E,65.68617177009583,20260908,fb0024dce02a76f7e6d565b72a5a251b367a188a7d463e5e0c602d152be522da,550,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,737d269177536b6dc8cee07d7b03a93f405fa564790b0562e5fcb19873ea43eb,outer,COMPLETE,fixed_inner_recipe,epilepsiae_1125,71d6975dc9a01d5b18f7c137061905e747bb2e16353618b33ff4f5bfd04064fd,t044,3378,budget != convergence; state origin must not qualify as learned state,8fd08d0df2e4745ca5d118925f82ce2ce8e8013dea920db6f06ace9da2fa29c5,550
32,state,32,I-L-G1,"[0.0003, 0.001, 0.001]",2.540109223266791,2.721235296403223,20.2778503025252,P_stats,"[2.6999999999999996e-05, 8.999999999999999e-05, 8.999999999999999e-05]",2102ec994869a0975d7577690af93444f6607d8b3b0469ba5b7912698a5ef8f1,557eb5a29a01b98df3a59c8b7c071b974bab2e4fc2b0684c53cc00212de69efb,0.14324951171875,0.181640625,2,S-E,2608.614480495453,20260906,bee11642df39b965a334edb8345149c863bf5a8099844a5c04bab3abad446c06,150,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,058baece96c46d548fed6f86840d2be13cb68c88847b451084edded41034c5c9,inner0,COMPLETE,plateau,synthetic_morphology_901,c5ce9a2b46ea68ad7f3e912a5444d01f6d8661defc80028fdda6046837b944f3,t048,29965,budget != convergence; state origin must not qualify as learned state,6fe3817e6995d7ab68a3f59e6fa218f3d68b08fadfb2eec50bd68bdd4b21953d,1150
32,state,32,I-L-G1,"[0.0003, 0.001, 0.001]",2.368579554139522,2.7211571274677446,3.2958097094680836,P_marks,"[2.6999999999999996e-05, 8.999999999999999e-05, 8.999999999999999e-05]",afd76384f366b7027235ae8124c2c1a7d7150647288318d2bd099c851dbd958d,557eb5a29a01b98df3a59c8b7c071b974bab2e4fc2b0684c53cc00212de69efb,0.1435527801513672,0.197265625,2,S-E,701.6555871963501,20260906,3ca99f2bccf262a52cccd48e43b0a4d200cd4ba0651c883381081387ceb3f4ac,100,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,058baece96c46d548fed6f86840d2be13cb68c88847b451084edded41034c5c9,inner0,COMPLETE,plateau,synthetic_morphology_901,c5ce9a2b46ea68ad7f3e912a5444d01f6d8661defc80028fdda6046837b944f3,t050,41677,budget != convergence; state origin must not qualify as learned state,6fe3817e6995d7ab68a3f59e6fa218f3d68b08fadfb2eec50bd68bdd4b21953d,1100
32,state,32,I-L-G1,"[0.0003, 0.001, 0.001]",1.9099173340041942,2.112678446329425,2.462183033181316,P_stats,"[2.6999999999999996e-05, 8.999999999999999e-05, 8.999999999999999e-05]",e87908eb0fdc3c5072af5af53e4b67c3a37a01f173a73fcb9a1e2b1aaded04ba,320b51c739748db3ef8cf5d31fe308405d394d842d4943f4497453b50f6085e4,0.14339065551757812,0.201171875,2,S-E,1443.8267738819122,20260906,d9f23fab2eb2fae00228bc3af3cf38a0ec0aaa6e22a89d42f73673cc076aa9ae,450,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,748596dbe8cd24b75e89d70334f0e6f4dac225c99e235a49dbdf63f9838954c6,inner0,COMPLETE,plateau,synthetic_identity_902,c5ce9a2b46ea68ad7f3e912a5444d01f6d8661defc80028fdda6046837b944f3,t053,29965,budget != convergence; state origin must not qualify as learned state,e462bafbb868a881f528c19d730413fb8c2fbeee8a78a670ed932cfdb3afe55c,1450
32,state,32,I-L-G1,"[0.0003, 0.001, 0.001]",1.931086079702701,2.112547471089128,2.639624009180216,P_marks,"[2.6999999999999996e-05, 8.999999999999999e-05, 8.999999999999999e-05]",9dcd3b36b28f8ef1e406b6f34d9010a09a8b0d4fd2848c8c06957ee96b4bba65,320b51c739748db3ef8cf5d31fe308405d394d842d4943f4497453b50f6085e4,0.14322710037231445,0.189453125,2,S-E,2877.486737728119,20260906,22f9a616c7db70bafd375b7587a4bdeb7b830ba697349dfd67a55c5cce788bf6,450,bdf901caf0ff7dbddbd028095cfbd6f7365b6bc148b6699b4e6921b303264137,748596dbe8cd24b75e89d70334f0e6f4dac225c99e235a49dbdf63f9838954c6,inner0,COMPLETE,plateau,synthetic_identity_902,c5ce9a2b46ea68ad7f3e912a5444d01f6d8661defc80028fdda6046837b944f3,t055,41677,budget != convergence; state origin must not qualify as learned state,e462bafbb868a881f528c19d730413fb8c2fbeee8a78a670ed932cfdb3afe55c,1450
