lambda_value,rank,candidate_id,observation_loss,R_unsupported,combined
0.28643037730822496,21,integrated_anchor2_B_minus,0.5830257732501253,0.8570205125757059,0.8285024820280731
0.28643037730822496,22,v2_anchor_old_joint__baseline,0.6069219828843531,0.8884162707825702,0.8613913905313708
0.28643037730822496,23,tshape_anchor2_B_plus,0.6697576007017977,0.9863601418566506,0.9522811082955924
0.28643037730822496,24,tshape_anchor2_A_plus,0.7369229874209864,0.9380586321675393,1.005611475369972
0.5728607546164499,1,native_reg_anchor2_A_minus,0.42720455101273824,0.6957821576440599,0.8257908428893761
0.5728607546164499,2,tshape_anchor3_B_minus,0.3848231589619227,0.7948858349539429,0.8401820582075653
0.5728607546164499,3,integrated_anchor2_B_plus,0.42786879062816247,0.7894552683835749,0.8801167314103092
0.5728607546164499,4,integrated_anchor1_B_minus,0.40118590623135064,0.8489496412328108,0.8875158383393431
0.5728607546164499,5,native_reg_anchor1_A_minus,0.4139802272670563,0.8545475295727651,0.9035169699137335
0.5728607546164499,6,tshape_anchor1_A_plus,0.42097462457144996,0.8522794417291538,0.9092120687044997
0.5728607546164499,7,tshape_anchor1_B_plus,0.41942695337866714,0.8625555545547625,0.9135511792595188
0.5728607546164499,8,v2_1_pop1_de_b_002,0.43633272517495625,0.853633427579793,0.9253458146641431
0.5728607546164499,9,integrated_anchor3_B_plus,0.41893539853232004,0.9199703960239065,0.9459503338233695
0.5728607546164499,10,tshape_anchor2_B_minus,0.46762133814813756,0.840591674930778,0.9491633193732887
0.5728607546164499,11,native_reg_anchor1_A_plus,0.44556804878655754,0.8888392284030856,0.9547491599022523
0.5728607546164499,12,tshape_anchor3_A_plus,0.4199359445261293,0.9352150791915685,0.9556839605204943
0.5728607546164499,13,native_reg_anchor2_A_plus,0.4869958614601108,0.825982679048904,0.9601689222801829
0.5728607546164499,14,native_reg_anchor3_A_minus,0.44470519685940724,0.9118210723086483,0.96705170441732
0.5728607546164499,15,tshape_anchor1_A_minus,0.45508312153565345,0.9187267752420469,0.9813856352871501
0.5728607546164499,16,tshape_anchor1_B_minus,0.47798046775294245,0.885848838947912,0.9854485021087493
0.5728607546164499,17,integrated_anchor1_B_plus,0.4664423649472186,0.9350087173940225,1.0020721643665174
0.5728607546164499,18,v2_anchor_support_rank__vth_low,0.46640766601111516,0.9376868374772733,1.0035716553222584
0.5728607546164499,19,tshape_anchor3_A_minus,0.5172764242153627,0.9395735864538166,1.0555212579689803
0.5728607546164499,20,native_reg_anchor3_A_plus,0.5260545373127707,0.9489971155971211,1.0696977410825719
0.5728607546164499,21,integrated_anchor2_B_minus,0.5830257732501253,0.8570205125757059,1.0739791908060208
0.5728607546164499,22,v2_anchor_old_joint__baseline,0.6069219828843531,0.8884162707825702,1.1158607981783886
0.5728607546164499,23,tshape_anchor2_B_plus,0.6697576007017977,0.9863601418566506,1.234804615889387
0.5728607546164499,24,tshape_anchor2_A_plus,0.7369229874209864,0.9380586321675393,1.2742999633189578
