candidate,reference,axis,shape,EE_out,EI,noise,mode,n,reference_n,SCL_upper_participation,ICL_contact_participation,both_rods,participation_mae,pair_order_probability_mae,SCL_minus_ICL_lag_median_ms,local_width_ms_median,recruitment_span_ms_median,B_minus_A_t10_ms_median,first_10pct_mass_core_share_median,peak_active_components_median,union_active_area_mm2_median,peak_active_area_mm2_median,native_spatial_rms_mm_median,peak_largest_component_fraction_median
follow_ellipse4_out1.25_EI0.75,follow_circle_out1.25_EI0.75,shape,ellipse4,1.25,0.75,847102,TB,35.0,95,0.0,0.000956937799043045,0.0,0.0007017543859649256,0.08497604769311545,0.6889313851897896,0.0,2.0,-2.634017685930303,-0.006678858914465513,0.0,1.0,-9.0,0.02012616118391719,0.0
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,EI,ellipse4,1.0,0.75,847101,ALL,45.0,111,0.0671344421344422,0.02353052353052354,0.0,0.030091103126004548,-0.13138735814019908,-1.4757575189632917,0.0,-16.0,8.820587936937955,0.19723800923728171,1.0,90.0,21.0,0.7429072735306885,-0.06724377485243294
up3__ellipse4__EI_same_core_scale_0.75,up3__circle__EI_same_core_scale_0.75,shape,ellipse4,1.0,0.75,847101,ALL,-13.0,169,0.4188856015779092,-0.002420656266809984,0.0,-0.02331479669054079,0.13476758879693612,48.59862433552371,0.0,20.0,-83.21455292008977,-0.006961932295004303,0.0,14.0,-1.0,0.16161930511869382,-0.012298719907377964
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,EI,ellipse4,1.0,0.75,847101,TA,23.0,16,0.31490384615384615,0.005390442890442992,0.0,-0.07572063649731711,-0.13806776244114208,-88.44824572637117,0.0,-60.0,-12.842179570739063,0.18166579508768188,0.0,-3.0,19.5,-0.23001121594992302,-0.02170883968069881
up3__ellipse4__EI_same_core_scale_0.75,up3__circle__EI_same_core_scale_0.75,shape,ellipse4,1.0,0.75,847101,TA,-43.0,82,0.5656660412757973,-0.009437716754789993,0.0,-0.07478904280994084,-0.005070159395840851,-2.1343604889698327,0.0,4.0,-0.4056268047743288,-0.05781462072541785,0.0,14.0,5.0,0.1163250463525971,-0.021904691692571032
up3__ellipse4__EI_same_core_scale_0.75,up3__ellipse4,EI,ellipse4,1.0,0.75,847101,TB,22.0,95,0.04179037336932068,0.02793113319429108,0.0,0.04219523166891587,0.00907111387633397,-1.2130989312645397,0.0,-14.0,9.848697193550834,0.19679924877099172,1.0,91.0,19.0,0.786035594424372,-0.06252117926126732
up3__ellipse4__EI_same_core_scale_0.75,up3__circle__EI_same_core_scale_0.75,shape,ellipse4,1.0,0.75,847101,TB,30.0,87,0.22001178897730622,-0.0007770007770008247,0.0,0.027318389175916113,0.026545479048061094,0.30514176105498336,0.0,0.0,-0.8749573161912849,-0.006009451754395323,0.0,2.0,-1.0,0.014613722033340437,-0.004141223046234432
follow_circle_out1.125_EI1,up3__circle,EE_out,circle,1.125,1.0,847101,ALL,10.0,127,-0.13859991953560546,0.03594772949333558,0.0,0.02916922852937523,-0.10109381103442833,-1.4476998340433056,0.0,-12.0,31.5120370370405,-0.00424951329277394,1.0,48.0,8.0,0.13765110334150954,-0.051571120172703266
follow_circle_out1.125_EI1,up3__circle,EE_out,circle,1.125,1.0,847101,TA,29.0,22,-0.2847593582887702,0.05371900826446274,0.0,0.01979384109408014,-0.028251560186123764,-96.28682741926787,0.0,-52.0,2.903914307186369,-0.014304228199875174,1.0,-5.0,7.0,-0.2419034247776244,-0.05928553331644282
follow_circle_out1.125_EI1,up3__circle,EE_out,circle,1.125,1.0,847101,TB,-19.0,105,-0.04540420819490587,0.031460787274740776,0.0,0.020605389442598793,0.023318410651963273,-0.931733335716217,0.0,-5.0,-7.866177216208598,0.0019600163137484666,0.0,14.5,4.5,0.13829441600646142,0.0
follow_ellipse4_out1.125_EI1,up3__ellipse4,EE_out,ellipse4,1.125,1.0,847102,ALL,25.0,112,-0.11672314911366011,0.015422077922077948,0.0,0.012612646231101532,-0.04034215466430424,-0.5828315537537492,0.0,-6.0,2.9392195289892697,0.014512632878186688,0.0,16.0,5.0,0.22179398029120012,0.0
follow_ellipse4_out1.125_EI1,follow_circle_out1.125_EI1,shape,ellipse4,1.125,1.0,847102,ALL,7.0,130,0.01061201572150483,0.004895104895104918,0.0,-0.014422609021149169,0.1030724765250749,-0.07943015568071132,0.0,-4.0,-68.14869953002562,0.007750145718403351,-1.0,-54.0,-4.5,-0.2298455608631178,0.047763762474757776
follow_ellipse4_out1.125_EI1,up3__ellipse4,EE_out,ellipse4,1.125,1.0,847102,TA,8.0,20,-0.42500000000000004,0.018181818181818077,0.0,0.06434286437704592,-0.09334876562250516,-108.68570237795234,0.0,-65.0,-5.577190102336317,0.05283681281395146,0.0,-29.5,11.5,-0.6532966392219901,-0.0023545360031215212
follow_ellipse4_out1.125_EI1,follow_circle_out1.125_EI1,shape,ellipse4,1.125,1.0,847102,TA,-21.0,49,-0.278061224489796,0.0018552875695732052,0.0,0.034353741496598644,-0.03826797522246622,-67.01727251432953,0.0,-64.0,-2.7024858738186595,0.03437968396244308,0.0,-28.5,4.0,-0.4228849498656535,-0.0025633777006113245
follow_ellipse4_out1.125_EI1,up3__ellipse4,EE_out,ellipse4,1.125,1.0,847102,TB,17.0,92,-0.032808137215795785,0.014822134387351693,0.0,0.009347161281744454,-0.0024460858817582642,-0.32224836320528993,0.0,-2.0,3.6886659774663713,0.007869258751839608,0.0,10.0,4.0,0.15959588590675367,0.0
follow_ellipse4_out1.125_EI1,follow_circle_out1.125_EI1,shape,ellipse4,1.125,1.0,847102,TB,28.0,81,0.03630082682070457,0.006734006734006592,0.0,0.012788096210024275,0.030250742373267636,0.22144897232647054,0.0,0.0,-4.781049446159159,-0.015167268177762164,-1.0,-28.0,-5.0,-0.15055938016159764,0.002798507462686617
follow_circle_out1.25_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.25,0.75,847102,ALL,5.0,164,0.4725609756097561,-0.0021024941287604015,0.0,-0.015301775731928868,-0.10234347261679219,-2.871962447758051,0.0,0.0,1.8985855219998484,-0.02572405360106067,0.0,21.0,4.0,0.08822950280522424,0.024097024086980334
follow_circle_out1.25_EI0.75,up3__circle__EE_core_to_out_scale_1.25,EI,circle,1.25,0.75,847102,ALL,39.0,130,0.3730769230769231,-0.002366863905325478,0.0,-0.01228652182545023,-0.13289442802743048,-40.66319383773316,0.0,-24.0,11.215438840254137,0.17366444618783608,0.0,21.0,7.5,0.2008400476777874,0.02649699440488329
follow_circle_out1.25_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.25,0.75,847102,TA,5.0,69,0.7246376811594203,-0.003418438201046814,0.0,-0.057688082904483434,-0.01355984163329435,-0.7921874690964614,0.0,2.0,-1.2366885770911722,-0.02630006769564408,0.0,21.0,3.0,0.13337394120480806,0.010548800010099502
follow_circle_out1.25_EI0.75,up3__circle__EE_core_to_out_scale_1.25,EI,circle,1.25,0.75,847102,TA,21.0,53,0.6698113207547169,-0.005655741504798195,0.0,-0.08672814269959361,0.03523561363067226,-4.250700409613728,0.0,8.0,-8.960893188379032,0.18512412488786018,0.0,33.0,9.0,0.30569879321202187,0.0017717824678870064
follow_circle_out1.25_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.25,0.75,847102,TB,0.0,95,0.2894736842105263,-0.000956937799043045,0.0,0.02615562373002908,-0.05015676970261823,-1.0805026630259817,2.0,-2.0,2.3275057808641577,-0.0254696580663899,-1.0,14.0,11.0,0.09249991242666766,0.060130403284230916
follow_circle_out1.25_EI0.75,up3__circle__EE_core_to_out_scale_1.25,EI,circle,1.25,0.75,847102,TB,18.0,77,0.16883116883116878,0.00022369974523084313,0.0,0.026155637528202186,-0.08865777475474557,-1.950259922825353,2.0,-10.0,5.015758589230245,0.15735050371052214,-1.0,19.0,11.0,0.26115232182316905,0.062469966362325824
follow_circle_out1.25_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.25,0.75,847101,ALL,0.0,169,0.47337278106508873,-0.0064550833781602535,0.0,-0.019008419307240343,-0.11690749347167936,-2.4441369992619,0.0,0.0,16.141726033762097,-0.024165175141070472,0.0,21.0,3.0,0.10081603469694755,0.02327721539544203
follow_circle_out1.25_EI0.75,up3__circle__EE_core_to_out_scale_1.25,EI,circle,1.25,0.75,847101,ALL,23.0,146,0.410958904109589,-0.0069082656016270505,0.0,-0.02230462455166679,-0.1128954316797551,-9.45830317162654,0.0,4.0,3.2577015503884468,0.18208001232158577,0.0,23.0,6.5,0.2337577822827539,0.031232966756050362
follow_circle_out1.25_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.25,0.75,847101,TA,7.0,82,0.7195121951219512,-0.01208301153491631,0.0,-0.05678065405839158,-0.019430834183624984,-0.24297847775596892,0.0,2.0,-1.6547688843093056,-0.022370531636444868,0.0,21.0,3.0,0.1395046937818023,0.012400512898186444
follow_circle_out1.25_EI0.75,up3__circle__EE_core_to_out_scale_1.25,EI,circle,1.25,0.75,847101,TA,18.0,71,0.6619718309859155,-0.013019896704023926,0.0,-0.07926938013371501,0.042159274821863185,-3.4497684204325196,0.0,8.0,-8.995027216256858,0.19069216278918466,0.0,34.0,5.0,0.3217047346523181,0.017489875574868585
follow_circle_out1.25_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.25,0.75,847101,TB,-7.0,87,0.24137931034482762,0.0,0.0,0.030737192594719576,-0.022648448941552324,-0.703861926574973,2.0,-2.0,1.325762398651932,-0.026330542338310503,-1.0,15.0,5.0,0.11262872066104013,0.05837995621503289
follow_circle_out1.25_EI0.75,up3__circle__EE_core_to_out_scale_1.25,EI,circle,1.25,0.75,847101,TB,5.0,75,0.17333333333333334,0.0,0.0,0.030755151821011045,-0.027279743133959478,-1.471234111548256,2.0,-8.0,5.464075534762742,0.17053464191962747,-1.0,20.0,7.0,0.3267740239588903,0.06521739130434778
follow_ellipse4_out1.125_EI1,up3__ellipse4,EE_out,ellipse4,1.125,1.0,847101,ALL,22.0,111,-0.20544604755131068,0.020191757033862223,0.0,0.02778735242595959,-0.10967362322442509,-1.2162785357322718,0.0,-6.0,3.9028203520574607,0.009104568543590166,0.0,22.0,10.0,0.2095100038087887,0.0
follow_ellipse4_out1.125_EI1,follow_circle_out1.125_EI1,shape,ellipse4,1.125,1.0,847101,ALL,-4.0,137,-0.1372866472751222,-0.004844559973257612,0.0,-0.004678718642727703,0.043218812775514315,-0.8071640803391347,0.0,-2.0,-68.74867832167911,0.01407958477459123,-1.0,-39.0,3.0,-0.15050894877684318,0.051571120172703266
follow_ellipse4_out1.125_EI1,up3__ellipse4,EE_out,ellipse4,1.125,1.0,847101,TA,23.0,16,-0.2876602564102564,0.0007284382284383772,0.0,0.008556048964328516,-0.1712515237715217,-85.06128099489979,0.0,-64.0,-7.04284634456053,0.06185801823191605,0.0,-32.0,7.5,-0.4693942154656172,0.008145435175034743
follow_ellipse4_out1.125_EI1,follow_circle_out1.125_EI1,shape,ellipse4,1.125,1.0,847101,TA,-12.0,51,-0.4034690799396681,-0.01631701631701621,0.0,0.022624434389140302,-0.04181054805578485,-13.420183929607447,0.0,-20.0,-5.798451267146447,0.04819147246543763,0.0,-27.0,4.0,-0.18803814292939158,0.01371230758655917
follow_ellipse4_out1.125_EI1,up3__ellipse4,EE_out,ellipse4,1.125,1.0,847101,TB,-1.0,95,-0.08577827547592387,0.025806780006108143,0.0,0.01795446061963421,0.011084040676128615,-0.604835816706327,0.0,-4.0,2.3434347138736484,0.0023724407716630147,0.0,11.0,4.0,0.13377000506093228,0.0
follow_ellipse4_out1.125_EI1,follow_circle_out1.125_EI1,shape,ellipse4,1.125,1.0,847101,TB,8.0,86,-0.05591291439881241,0.0002698933921101432,0.0,-0.0015620091986451312,0.01906320559090341,-0.2856657640418234,0.0,-1.0,-1.7226862065617752,-0.001430088394715645,0.0,-4.5,0.5,-0.06389053121756039,0.0
follow_circle_out1.125_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.125,0.75,847102,ALL,5.0,164,0.4725609756097561,0.00166297117516645,0.0,-0.012540434509049181,-0.08854720982575245,-3.6052207299417205,0.0,0.0,0.4392373680148012,-0.01789494951538051,0.0,14.0,0.0,0.0658732596407976,0.03321107825586134
follow_circle_out1.125_EI0.75,follow_circle_out1.125_EI1,EI,circle,1.125,0.75,847102,ALL,39.0,130,0.20769230769230773,0.004895104895104918,0.0,0.0037370789722838416,-0.18407689118046153,-45.316284207255194,0.0,-34.0,0.7042352553580713,0.18676734125204275,0.0,22.0,12.5,0.244786206461999,0.026235237178740545
follow_circle_out1.125_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.125,0.75,847102,TA,4.0,69,0.7246376811594203,0.0039525691699605625,0.0,-0.052282677499078056,-0.018539246702566903,-0.9884987888362957,0.0,2.0,-0.49255812889714434,-0.017201345617455177,0.0,14.0,1.0,0.0829978434206593,0.012403861778020997
follow_circle_out1.125_EI0.75,follow_circle_out1.125_EI1,EI,circle,1.125,0.75,847102,TA,24.0,49,0.346938775510204,0.0018552875695732052,0.0,-0.037579957163267896,-0.07897467783376097,-71.73149182016641,0.0,-64.0,-9.048814022235092,0.20400451326834718,0.0,-4.0,13.0,-0.23944294436979785,0.013672464331818568
follow_circle_out1.125_EI0.75,up3__circle__EI_same_core_scale_0.75,EE_out,circle,1.125,0.75,847102,TB,1.0,95,0.2894736842105263,0.0,0.0,0.026857378115994007,-0.04316454374332457,-0.7446094378574344,2.0,0.0,0.7735707445235676,-0.01955940746487883,0.0,10.0,0.0,0.04527866835101335,0.048699214614986164
follow_circle_out1.125_EI0.75,follow_circle_out1.125_EI1,EI,circle,1.125,0.75,847102,TB,15.0,81,0.1234567901234569,0.006734006734006592,0.0,0.028078616087700126,-0.06964729683391307,-1.7557965998021245,2.0,-12.0,5.16953877202377,0.1634766102876735,0.0,62.0,13.0,0.5472769973691101,-0.008632681206558135
up3__ellipse4,up3__circle,shape,ellipse4,1.0,1.0,847101,ALL,-16.0,127,-0.07044051925941697,0.010911412486215744,0.0,-0.0032968425393120615,0.051798624965511075,-1.0385853786501684,0.0,-8.0,-41.13946163669607,0.0007255029382271239,0.0,-13.0,1.0,-0.22236784924412234,0.0
up3__ellipse4,up3__circle,shape,ellipse4,1.0,1.0,847101,TA,-6.0,22,-0.4005681818181819,0.036673553719008156,0.0,0.033862226518891925,0.10118941552961308,-24.645730353975523,0.0,-8.0,4.148309384600452,-0.027970773966353592,1.0,0.0,3.5,0.039452647758601245,-0.05371866090491839
up3__ellipse4,up3__circle,shape,ellipse4,1.0,1.0,847101,TB,-10.0,105,-0.015538847117794408,0.005923900660742776,0.0,0.001088919624319451,0.03129757556673807,-0.6125632830517134,0.0,-2.0,-11.932298136644022,-0.0018425128526301932,0.0,-1.0,1.0,-0.05936612027203125,0.0
follow_circle_out1_EI0.875,up3__circle,EI,circle,1.0,0.875,847101,ALL,29.0,127,-0.49689582071471833,0.036772938347741535,0.0,0.07230234717216905,-0.09692434917056475,-31.303456991785424,0.0,-40.0,30.47587012220947,0.12549608830076434,1.0,31.0,12.0,0.10056000763491468,-0.008289384304771996
follow_circle_out1_EI0.875,up3__circle,EI,circle,1.0,0.875,847101,TA,46.0,22,-0.9171122994652408,0.05104521147301888,0.0,0.10312717442741354,0.025125434440897265,-108.49828134984091,0.0,-80.0,-6.1775390086545485,0.12290135857660654,1.0,-38.0,9.5,-0.5075810203042117,-0.0290175499634564
follow_circle_out1_EI0.875,up3__circle,EI,circle,1.0,0.875,847101,TB,-17.0,105,-0.16260822510822504,0.03463203463203468,0.0,0.01638214632537116,0.04956392793086034,-1.3309518118321648,0.0,-12.0,-3.215787457560509,0.1319840891983759,0.0,21.0,5.5,0.28781033449980153,0.0
