subject,producer,seed,selected_epoch,n_epochs_run,stop_reason,train_seconds,peak_memory_reserved_gb,oom_retries,n_train_segments,n_train_events,n_train_anchors,grad_norm_mean_last_epoch,n_nonfinite_steps,update_encoder,update_state,update_heads,update_future,future_weight_5m,future_weight_30m,future_weight_120m,tau_slow_median_seconds,checkpoint_sha256,selected_last_epoch
yuquan_huangwanling,P_slow,1,1,6,early_stopping,1653.6,2.692743168,0,1,76603,200,20.93380370263464,0,0.01772284629607572,0.06851580028740246,0.17114566159488853,0.16447551140372685,7.698550171398553,1.953902298755094,0.7518477636685716,11039.1796875,6a6289857fb3bcca20871f68a53388508db5f920ae6ba90c546d88be34226457,False
yuquan_huangwanling,P_slow,2,2,7,early_stopping,1910.9,2.692743168,0,1,76603,200,1670600.606203515,0,0.02074654330200681,0.08147564428717011,0.21089909675156712,0.17387813269755367,2.629101569298384,1.6180867278581237,0.38687319352653754,11192.51953125,c1fc17d03efa94bd9dcfc4a1528e4406579de16cd8a4070d438da21c187f67ac,False
yuquan_huangwanling,P_slow,3,9,14,early_stopping,3684.2,2.692743168,0,1,76603,200,13.22744729701983,0,0.056362442603910094,0.18415225903872184,0.3354300519116516,0.32010236903751216,4.663038203529317,2.0993352884416385,0.8071734350250229,12892.146484375,7b24156dd60be5f23744c9c5bd77c31bedf6c32504e6ca2a0e640334260854e5,False
yuquan_pengzihang,P_local,1,18,23,early_stopping,1650.3,4.240441344,0,5,26284,148,5.475963933393359,0,0.04483092565309541,0.11067896370354778,0.24010931862917306,,,,,11150.404296875,744739b63b9fe08370eb1652f4159d5b2e8e830a55d15205a391d35dcc86c3ca,False
yuquan_pengzihang,P_local,2,4,9,early_stopping,652.4,4.240441344,0,5,26284,148,5.243554876185954,0,0.023222583314929292,0.07871310297144224,0.17065834853373646,,,,,10998.333984375,4e911a02ec2524aa6ba4805cfd6dc3d1fb60c522109b465a726f3faf26f82715,False
yuquan_pengzihang,P_local,3,0,5,early_stopping,382.0,4.240441344,0,5,26284,148,33.017179341986775,0,0.0056976694323512,0.020900110061201124,0.05662441053958791,,,,,13945.9306640625,4822557fc6ddd251dc92aed9545c9da5a07e1c50fb15e161b55e2f75442cdae5,False
yuquan_pengzihang,P_memoryless,1,0,5,early_stopping,272.9,8.019509248,0,5,26284,148,16.984963532537222,0,0.0,0.0031217671471431415,0.2055574015342836,0.21222403463621786,7.5882732642246085,3.482842933332942,0.5354278203387445,11788.8603515625,dbf00e2d82cbbe47237f9b46af6d3df65866f7b9b027ff9d57d55a108ceef38c,False
yuquan_pengzihang,P_slow,1,5,10,early_stopping,779.7,10.106175488,0,5,26284,148,20.60455297678709,0,0.028165455454097748,0.10355857746618781,0.26081542105227135,0.3269998677681887,7.0399463307269725,4.990761239148672,1.064708406246593,11776.8037109375,066a9deea67d648559875c5a5e8403c0aa8f6641dba8d5f0ff154cfb38c617e0,False
yuquan_pengzihang,P_slow,2,9,14,early_stopping,1063.4,9.602859008,0,5,26284,148,83.64893689751625,0,0.04377732520047888,0.1238434958455814,0.251619042864787,0.3257526814687236,3.9309539856419855,4.653753540669594,0.7843865116225934,10935.9248046875,f51bee0a2666aaa431cbc14de09674d9d81dde4dd26264500fd97c2e0369bb14,False
yuquan_pengzihang,P_slow,3,10,15,early_stopping,1175.4,10.106175488,0,5,26284,148,141.96830940805376,0,0.04431345314148418,0.12949479964637717,0.2753756938790486,0.33710946072420267,6.2739373336305215,5.600867178909142,1.8607138268081798,13371.236328125,0ef538f29bdca8df2ec53aa4bbd9144afde701c89e87ab27198ca1ffb384e38b,False
