horizon_seconds,arm,endpoint,n_subjects,n_positive,median_gain,p_sign,n_dropped_not_estimable,n_dropped_missing,seed_spread_median
7200.0,B+shift25(S(P_slow_seed3)),continuous:band_peak,22,11,-2.8203071727350704e-05,1.0,1,4,
7200.0,B+shift25(S(P_slow_seed3)),continuous:embedding,22,10,-0.00111857604334753,0.8318119049072266,1,4,
7200.0,B+shift28(S(P_slow_seed1)),count,22,14,3.926750735550044e-05,0.28627872467041016,1,4,
7200.0,B+shift28(S(P_slow_seed1)),participation,23,10,-8.400094588312257e-05,0.6776394844055176,0,4,
7200.0,B+shift28(S(P_slow_seed1)),continuous,22,8,-0.0027267713901139023,0.28627872467041016,1,4,
7200.0,B+shift28(S(P_slow_seed1)),continuous:size,23,12,0.0003939363761968906,1.0,0,4,
7200.0,B+shift28(S(P_slow_seed1)),continuous:span,23,10,-0.0007213597030375496,0.6776394844055176,0,4,
7200.0,B+shift28(S(P_slow_seed1)),continuous:band_energy,21,9,-0.0004966438102684823,0.6636238098144531,2,4,
7200.0,B+shift28(S(P_slow_seed1)),continuous:band_peak,23,9,-0.00036308143531527115,0.4048728942871094,0,4,
7200.0,B+shift28(S(P_slow_seed1)),continuous:embedding,23,10,-0.0007254565874059704,0.6776394844055176,0,4,
7200.0,B+shift5(S(P_slow_seed1)),count,0,0,nan,nan,0,27,
7200.0,B+shift5(S(P_slow_seed1)),participation,0,0,nan,nan,0,27,
7200.0,B+shift5(S(P_slow_seed1)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift5(S(P_slow_seed1)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift5(S(P_slow_seed1)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift5(S(P_slow_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift5(S(P_slow_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift5(S(P_slow_seed1)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_local_seed1)),count,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_local_seed1)),participation,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_local_seed1)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_local_seed1)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_local_seed1)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_local_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_local_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_local_seed1)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed1)),count,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed1)),participation,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed1)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed1)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed1)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed1)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed1)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed1)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed2)),count,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed2)),participation,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed2)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed2)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed2)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed2)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed2)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed2)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed3)),count,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed3)),participation,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed3)),continuous,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed3)),continuous:size,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed3)),continuous:span,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed3)),continuous:band_energy,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed3)),continuous:band_peak,0,0,nan,nan,0,27,
7200.0,B+shift7(S(P_slow_seed3)),continuous:embedding,0,0,nan,nan,0,27,
7200.0,B_clock_only,count,19,11,4.4802141857758215e-05,0.6476058959960938,4,4,
7200.0,B_clock_only,participation,23,8,-0.0017366456537289965,0.21003961563110352,0,4,
7200.0,B_clock_only,continuous,22,8,-0.00858298061480356,0.28627872467041016,1,4,
7200.0,B_clock_only,continuous:size,23,7,-0.009051210684993594,0.0931396484375,0,4,
7200.0,B_clock_only,continuous:span,21,6,-0.0015255878972568748,0.0783538818359375,2,4,
7200.0,B_clock_only,continuous:band_energy,21,7,-0.00466713063986135,0.18924713134765625,2,4,
7200.0,B_clock_only,continuous:band_peak,23,10,-0.0005012070182333073,0.6776394844055176,0,4,
7200.0,B_clock_only,continuous:embedding,23,9,-0.013322177825057402,0.4048728942871094,0,4,
7200.0,B_multiscale_mlp,count,23,5,-1.43745524816552e-07,0.010622024536132812,0,4,
7200.0,B_multiscale_mlp,participation,23,12,1.6379350764594847e-08,1.0,0,4,
7200.0,B_multiscale_mlp,continuous,22,7,-4.838026146369856e-08,0.13380050659179688,1,4,
7200.0,B_multiscale_mlp,continuous:size,23,9,-1.3773312934617365e-07,0.4048728942871094,0,4,
7200.0,B_multiscale_mlp,continuous:span,23,7,-3.721356867103509e-08,0.0931396484375,0,4,
7200.0,B_multiscale_mlp,continuous:band_energy,21,10,-2.7752789399926314e-08,1.0,2,4,
7200.0,B_multiscale_mlp,continuous:band_peak,23,9,-6.463671153866812e-09,0.4048728942871094,0,4,
7200.0,B_multiscale_mlp,continuous:embedding,23,11,-7.225683362754864e-08,1.0,0,4,
7200.0,S(P_local_seed1),count,22,16,0.003236947260246481,0.052478790283203125,1,4,
7200.0,S(P_local_seed1),participation,23,7,-0.0014366032402690632,0.0931396484375,0,4,
7200.0,S(P_local_seed1),continuous,22,7,-0.005345037220734761,0.13380050659179688,1,4,
7200.0,S(P_local_seed1),continuous:size,23,11,-9.77645395905391e-05,1.0,0,4,
7200.0,S(P_local_seed1),continuous:span,23,8,-0.0016779660042338662,0.21003961563110352,0,4,
7200.0,S(P_local_seed1),continuous:band_energy,21,5,-0.007983214063961075,0.02660369873046875,2,4,
7200.0,S(P_local_seed1),continuous:band_peak,23,14,0.0007905303880584302,0.4048728942871094,0,4,
7200.0,S(P_local_seed1),continuous:embedding,23,11,-0.0014019687061033181,1.0,0,4,
7200.0,S(P_memoryless_seed1),count,23,16,0.0062405703145351765,0.0931396484375,0,4,
7200.0,S(P_memoryless_seed1),participation,23,9,-0.00045539101123026615,0.4048728942871094,0,4,
7200.0,S(P_memoryless_seed1),continuous,22,7,-0.005749542420918297,0.13380050659179688,1,4,
7200.0,S(P_memoryless_seed1),continuous:size,23,12,0.0008660052962814468,1.0,0,4,
7200.0,S(P_memoryless_seed1),continuous:span,23,10,-0.0009311090949410961,0.6776394844055176,0,4,
7200.0,S(P_memoryless_seed1),continuous:band_energy,21,6,-0.022440260577178517,0.0783538818359375,2,4,
7200.0,S(P_memoryless_seed1),continuous:band_peak,23,11,-7.323424256666655e-05,1.0,0,4,
7200.0,S(P_memoryless_seed1),continuous:embedding,23,10,-0.0015507579156868179,0.6776394844055176,0,4,
7200.0,S(P_slow_seed1),count,18,12,0.0004920120146265639,0.237884521484375,5,4,
7200.0,S(P_slow_seed1),participation,23,7,-0.006635854703488153,0.0931396484375,0,4,
7200.0,S(P_slow_seed1),continuous,22,5,-0.007178411142335195,0.01690053939819336,1,4,
7200.0,S(P_slow_seed1),continuous:size,23,10,-0.0006999117428792001,0.6776394844055176,0,4,
7200.0,S(P_slow_seed1),continuous:span,23,8,-0.0023214607783446084,0.21003961563110352,0,4,
7200.0,S(P_slow_seed1),continuous:band_energy,21,5,-0.007817374724543802,0.02660369873046875,2,4,
7200.0,S(P_slow_seed1),continuous:band_peak,23,12,0.00038308638719564136,1.0,0,4,
7200.0,S(P_slow_seed1),continuous:embedding,22,8,-0.004980756987868706,0.28627872467041016,1,4,
