relpath,size_bytes,mtime,md5
inv/pat_108402/adm_1084102/rec_108401102/108401102_0065.head,668,1618062874.0,8238d6e35656ccee505c1574179bb822
inv/pat_108402/adm_1084102/rec_108401102/108401102_0065_gpu.npz,78089,1618842712.79,4df49ee86b1a208b2ba38d1d87c8fe40
inv/pat_108402/adm_1084102/rec_108401102/108401102_0066.head,668,1618063128.0,190256628e64eccecd66979575c883ad
inv/pat_108402/adm_1084102/rec_108401102/108401102_0066_gpu.npz,25347,1618842786.99,aeaec59524c6f7b18e915a51470c8e19
inv/pat_108402/adm_1084102/rec_108401102/108401102_0067.head,668,1618063382.0,d9be45e07cbc157a4c6ea009ae98c1f2
inv/pat_108402/adm_1084102/rec_108401102/108401102_0067_gpu.npz,62745,1618842861.82,d07b1d9821504e0a8e6b007cc78fe4b4
inv/pat_108402/adm_1084102/rec_108401102/108401102_0068.head,668,1618063620.0,4a92df8374ea1a25dbaf8447ca52e06c
inv/pat_108402/adm_1084102/rec_108401102/108401102_0068_gpu.npz,56635,1618842940.96,43ac22db2ab7f84ce174bc9eed4ed9c8
inv/pat_108402/adm_1084102/rec_108401102/108401102_0069.head,668,1618063870.0,87434dbad408b2d524616c8849c26edf
inv/pat_108402/adm_1084102/rec_108401102/108401102_0069_gpu.npz,83779,1618843022.05,27cf77a1f87917867790f9b80241c3d8
inv/pat_108402/adm_1084102/rec_108401102/108401102_0070.head,668,1618064130.0,8ce66647bd1d10efbaa1086d0e7225a7
inv/pat_108402/adm_1084102/rec_108401102/108401102_0070_gpu.npz,37317,1618843100.34,bf76a878aa41e65e3c0f4c8f91e83312
inv/pat_108402/adm_1084102/rec_108401102/108401102_0071.head,668,1618064362.0,b72556c16f51e88b49b9b451ae55f702
inv/pat_108402/adm_1084102/rec_108401102/108401102_0071_gpu.npz,60327,1618843184.47,867b168196bddb45179010c006579b5a
inv/pat_108402/adm_1084102/rec_108401102/108401102_0072.head,668,1618064602.0,7da4a38890b987d176faa8f15c079d08
inv/pat_108402/adm_1084102/rec_108401102/108401102_0072_gpu.npz,75017,1618843269.32,c6b490cf79d8515b153ae1fb4eb18e90
inv/pat_108402/adm_1084102/rec_108401102/108401102_0073.head,668,1618064816.0,9959acfaba7c3f28e5d5641e95cb2840
inv/pat_108402/adm_1084102/rec_108401102/108401102_0073_gpu.npz,93061,1618843352.64,d13b20ae214c65deb32cb6d75887361b
inv/pat_108402/adm_1084102/rec_108401102/108401102_0074.head,668,1618065032.0,3529e8396855fce81dfdb8932c26669a
inv/pat_108402/adm_1084102/rec_108401102/108401102_0074_gpu.npz,76239,1618843555.66,ce719c1f5ed019bcdd597792dc5bdd7c
inv/pat_108402/adm_1084102/rec_108401102/108401102_0075.head,668,1618065262.0,933fb86df1b5b3459cf366e0dbf88cdd
inv/pat_108402/adm_1084102/rec_108401102/108401102_0075_gpu.npz,107229,1618843746.48,f599142580ef141d1d7bad804280f8b0
inv/pat_108402/adm_1084102/rec_108401102/108401102_0076.head,668,1618065488.0,373f83077f247e1f17cbdc3d8f8fe9e3
inv/pat_108402/adm_1084102/rec_108401102/108401102_0076_gpu.npz,36353,1618843841.41,f9e4bdb40a568415369367f34ad6e769
inv/pat_108402/adm_1084102/rec_108401102/108401102_0077.head,668,1618065722.0,1e273a61cb65f214c86fbd679c018bfc
inv/pat_108402/adm_1084102/rec_108401102/108401102_0077_gpu.npz,82476,1618843928.98,60988a89a572547def86b2eaf27300fd
