candidate,stage,topology,noise,comparison,description,physical_status,duration_ms,primary,TA,TB,n_all_detected,n_TA_all,n_TB_all,detection_rate_per_s,detection_interval_median_ms,detection_interval_min_ms,detection_interval_cv,detection_interval_below_250ms_fraction,qualifying_duration_median_ms,excluded_overlapping,excluded_prolonged,excluded_insufficient,coreAE_rate_hz,coreBE_rate_hz,surroundE_rate_hz,allI_rate_hz,L_search,L_off,L_off_A,L_off_B,L_D16,D_mask_off,rotation_time_fraction,rotation_tracks_per_minute,max_fixed_ring_turns
curve_ellipse4_out1_EI0.75,response,2511,847402,curve_ellipse4_out1_EI1,椭圆4:1｜向外EE×1，核内EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,159,21,138,163,21,142,2.786324786324786,329.0,238.0,0.28016060426905753,0.012345679012345678,90.0,4,0,0,14.884615384615385,14.560070956297372,10.752542019946565,23.603856837606838,10.373452056805064,16.423941560483012,16.461412245323835,0.03747068484082164,16.79630649108868,0.2815382668893893,0.0,0.0,0.43855519164348794
bridge_circle_out125_xminus075,response,2511,847401,bridge_circle_out125,圆核｜向外EE×1.25，核内EI×1，左核x偏移-0.75mm,COMPLETE_NO_RUNAWAY,60000.0,139,90,49,188,115,73,3.213675213675214,298.0,210.0,0.19696619961615908,0.12299465240641712,84.0,49,0,0,8.527472527472527,11.769829750961826,11.20383590281349,24.475702991452994,1.952485133126765,1.4057428795981368,1.4838461578377742,0.07810327823963747,2.0842651093049875,0.16276526533695534,0.0014137931034482758,2.0689655172413794,0.6827860394331782
bridge_circle_out125_xminus075,response,2712,847402,bridge_circle_out125,圆核｜向外EE×1.25，核内EI×1，左核x偏移-0.75mm,COMPLETE_NO_RUNAWAY,60000.0,174,71,103,176,71,105,3.0085470085470085,314.0,240.0,0.20917878384847294,0.005714285714285714,80.0,2,0,0,12.172056425577551,13.849524187153053,11.741234775035648,25.702034188034187,4.400503798858976,6.5187359740515145,6.589695072650075,0.07095909859855967,7.290416171310851,0.14863575374556037,0.0008275862068965517,1.0344827586206897,0.7391683673470184
bridge_circle_out125,response,2711,847402,curve_circle_out1_EI1,圆核｜向外EE×1.25，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,139,72,67,194,98,96,3.3162393162393164,290.0,208.0,0.20118735536195997,0.15544041450777202,84.0,55,0,0,9.547596084561064,11.995202781967487,11.651593546506906,25.5066688034188,2.500514432516126,2.9543911232141875,3.0445519588848797,0.09016083567069215,3.7376633831033255,0.1332898066315792,0.0016551724137931034,2.0689655172413794,0.6222203009499895
bridge_circle_out125_xminus075,response,2511,847402,bridge_circle_out125,圆核｜向外EE×1.25，核内EI×1，左核x偏移-0.75mm,COMPLETE_NO_RUNAWAY,60000.0,144,79,65,193,103,90,3.299145299145299,290.0,224.0,0.20158021760591532,0.13541666666666666,86.0,49,0,0,8.63379178473518,10.880687446725183,11.369076947724214,24.815303418803417,2.316232376955738,2.1141290499538767,2.1976961539463344,0.08356710399245701,2.86623298588599,0.1640097180636032,0.0033448275862068967,4.137931034482759,0.6790268123868363
bridge_circle_weight150,response,2711,847401,curve_circle_out1_EI1,圆核｜向外EE×1.5，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,171,89,82,187,101,86,3.1965811965811968,296.0,230.0,0.18198237857159796,0.04838709677419355,86.0,16,0,0,11.58313656368131,14.796840958605666,13.586184607852973,29.21770512820513,3.3795459249433764,2.3574789157815745,2.424452576923856,0.06697366114228157,3.0732599192397085,0.2866604699338584,0.0,0.0,0.5521920798478774
curve_circle_out1_EI0.75,response,2711,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,178,80,98,189,80,109,3.230769230769231,297.0,238.0,0.16946576423270468,0.031914893617021274,84.0,11,0,0,18.10063520569357,18.73204709234121,12.372888786593453,27.364232905982906,3.1846095100724403,3.7258126481653595,3.7911335411899505,0.065320893024591,4.452507583063934,0.17215509954235753,0.0021379310344827587,3.103448275862069,0.6044015691234476
bridge_circle_degree150,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1，向外边数×1.5,COMPLETE_NO_RUNAWAY,60000.0,166,73,93,181,77,104,3.094017094017094,307.0,226.0,0.2255288102219284,0.044444444444444446,88.0,15,0,0,10.399264007597342,10.59458151910982,12.577490395880599,27.03904487179487,4.516720365128574,4.4802640317302735,4.551202473561739,0.0709384418314658,5.216250365731732,0.2965312469841127,0.0,0.0,0.709877781735201
bridge_circle_out125_xminus075,response,2711,847402,bridge_circle_out125,圆核｜向外EE×1.25，核内EI×1，左核x偏移-0.75mm,COMPLETE_NO_RUNAWAY,60000.0,158,65,93,195,78,117,3.3333333333333335,288.0,220.0,0.17090119179062893,0.0979381443298969,86.0,37,0,0,10.981102091654854,11.092131724484666,12.100440569770567,26.322944444444445,3.4575855607864368,4.518408688992283,4.596137370913384,0.07772868192110097,5.285979422963155,0.15609210885396596,0.0025172413793103448,3.103448275862069,0.6435032548147132
bridge_circle_weight150,response,2511,847401,curve_circle_out1_EI1,圆核｜向外EE×1.5，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,159,79,80,175,87,88,2.9914529914529915,319.0,232.0,0.24557113906938402,0.040229885057471264,88.0,16,0,0,10.007787274453941,11.418043172760154,12.118849823087166,26.068237179487177,3.8835967036300665,3.533051243510246,3.6063387508828724,0.07328750737262657,4.261345848025723,0.2757537295073532,0.0,0.0,0.6059592612675305
