candidate,stage,topology,noise,comparison,description,layer,mode,contact,events,participation,patient_participation,rank_n,rank_mean,rank_median,rank_variance,rank_q05,rank_q95
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,SCL6,99,1.0,0.7087055261165783,99,0.6010218737491467,0.6428571428571429,0.01877764536804631,0.26363636363636367,0.6428571428571429
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL7,99,1.0,0.6687358062074186,99,0.45843045843045843,0.42857142857142855,0.00831814408416378,0.42857142857142855,0.645454545454545
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL6,99,1.0,0.4834216502649508,99,0.3949577358668267,0.35714285714285715,0.009729909819538803,0.35714285714285715,0.6393939393939392
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL5,99,1.0,0.6319454958364875,99,0.32360316451225535,0.2857142857142857,0.012228229905033625,0.2857142857142857,0.4590909090909088
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL4,99,1.0,0.851778955336866,99,0.24727461091097458,0.21428571428571427,0.01186072482254655,0.21428571428571427,0.37272727272727224
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL3,99,1.0,0.863890991672975,99,0.10053246416882779,0.07142857142857142,0.007413025368323008,0.07142857142857142,0.1566433566433565
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL2,99,1.0,0.8146858440575322,99,0.010942760942760942,0.0,0.005335383311573785,0.0,0.0
follow_circle_out1_EI0.875,response,2511,847101,up3__circle,圆核｜离核EE×1，同核EI×0.875,all_detected,TB,ICL1,99,1.0,0.7751703255109765,99,0.15209874300783388,0.14285714285714285,0.006800675931212989,0.07142857142857142,0.18181818181818182
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,SCL9,169,1.0,0.753313100657562,169,0.42265426880811496,0.2857142857142857,0.2013739138935371,0.0,1.0
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL11,169,1.0,0.8663631765300961,169,0.628909551986475,0.7857142857142857,0.0744216536995187,0.2857142857142857,1.0
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,SCL8,169,1.0,0.8803743045017703,169,0.4471682163989857,0.35714285714285715,0.14912974911012586,0.07142857142857142,0.9285714285714286
