candidate,stage,topology,noise,comparison,description,physical_status,duration_ms,primary,TA,TB,n_all_detected,n_TA_all,n_TB_all,detection_rate_per_s,detection_interval_median_ms,detection_interval_min_ms,detection_interval_cv,detection_interval_below_250ms_fraction,qualifying_duration_median_ms,excluded_overlapping,excluded_prolonged,excluded_insufficient,coreAE_rate_hz,coreBE_rate_hz,surroundE_rate_hz,allI_rate_hz,L_search,L_off,L_off_A,L_off_B,L_D16,D_mask_off
endpoint__ellipse4,confirmation,2612,847201,endpoint__circle,端点原位｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,138,10,128,173,13,160,2.9572649572649574,302.0,164.0,0.3304429336026515,0.09883720930232558,90.0,35,0,0,13.740800719748089,6.855586890985121,9.482551880922927,20.821749999999998,12.474529358070283,21.349699289312305,21.378113164149312,0.028413874837011077,21.594768959781522,0.23441272101887123
endpoint__radius25,shape_range,2511,847102,endpoint__circle,端点原位｜左核半径 2.5 mm,COMPLETE_NO_RUNAWAY,60000.0,104,52,52,205,123,82,3.5042735042735043,270.0,192.0,0.21611062256975827,0.28921568627450983,74.0,101,0,0,6.823020091598971,12.559886654226277,10.043486687208933,22.16234829059829,3.7937272535102986,6.020764928853476,6.15999034200196,0.13922541314848436,6.925730114318624,0.10203259065285497
up3__circle,confirmation,2611,847201,up3__circle,左核上移3 mm｜圆形对照,COMPLETE_NO_RUNAWAY,60000.0,118,17,101,177,18,159,3.0256410256410255,303.0,206.0,0.32001780555440573,0.1875,88.0,59,0,0,11.323144846323654,6.261294261294261,9.384233784154995,20.56793376068376,8.60351652763731,15.29889259041794,15.389991923446377,0.09109933302843685,15.970750171502662,0.12427000068937832
up3__circle__EE_core_to_out_degree_scale_1.5,response,2511,847102,up3__circle,左核上移3 mm｜圆形对照｜核→外 E→E 实际入度 × 1.5,COMPLETE_NO_RUNAWAY,60000.0,162,63,99,186,72,114,3.1794871794871793,300.0,224.0,0.19250084530772058,0.07027027027027027,88.0,24,0,0,11.230294396961062,10.694427166125278,13.00720917696489,27.94255769230769,5.377621197067822,6.111242405512405,6.181443679793757,0.07020127428135212,6.8220303076110955,0.3024462257452464
up3__radius25,shape_range,2511,847101,up3__circle,左核上移3 mm｜左核半径 2.5 mm,COMPLETE_NO_RUNAWAY,60000.0,136,39,97,159,43,116,2.717948717948718,326.0,206.0,0.3851188079799745,0.06962025316455696,78.0,23,0,0,6.786598904623279,8.15055175432534,9.102139040049408,19.97524358974359,6.402578242212805,10.758194752913742,10.859574089947555,0.10137933703381463,11.619919117701166,0.13331090685989766
up3__out_reference,shape_range,2511,847102,up3__circle,左核上移3 mm｜离核重采样对照,COMPLETE_NO_RUNAWAY,60000.0,116,20,96,157,21,136,2.6837606837606836,328.0,206.0,0.4463806825369797,0.15384615384615385,88.0,41,0,0,9.060208926875594,6.5718662888474215,8.665863407955229,19.148844017094017,7.825578341309754,13.980828498734438,14.08127084806906,0.1004423493346219,14.709035531410446,0.10878218264632655
up3__circle__EE_core_to_out_scale_0.75,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,1,0,1,1,0,1,0.017094017094017096,,,,,82.0,0,0,0,2.4158119658119657,2.9065588499550765,0.2451982201802098,0.9102585470085469,,,,,,
up3__circle__EE_core_to_out_scale_1.25,response,2511,847101,up3__circle,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,COMPLETE_NO_RUNAWAY,60000.0,146,71,75,185,97,88,3.1623931623931623,293.0,212.0,0.24608903501857843,0.10869565217391304,82.0,39,0,0,8.544183285849952,10.425277029050614,10.539010665148592,23.07449358974359,2.9977063545384164,3.376181650285128,3.4610281455397693,0.08484649525464139,4.15040591948373,0.17058065246057963
up3__circle__EE_same_core_scale_0.75,response,2511,847102,up3__circle,左核上移3 mm｜圆形对照｜同核 E→E 权重 × 0.75,COMPLETE_NO_RUNAWAY,60000.0,31,4,27,33,4,29,0.5641025641025641,1085.0,242.0,0.8119055846235372,0.03125,74.0,2,0,0,2.984710351377018,1.7458474439606515,1.9365655120452423,4.2754102564102565,10.948615686201954,19.11288566273034,19.5033196831422,0.39043402041186603,19.86935157727833,0.18133394770106226
endpoint__radius25_dose_matched,shape_range,2511,847101,endpoint__circle,端点原位｜半径 2.5 mm＋降阈值总量匹配,COMPLETE_NO_RUNAWAY,60000.0,112,12,100,154,12,142,2.6324786324786325,332.0,204.0,0.41441485183447896,0.1437908496732026,90.0,42,0,0,11.274328887105941,4.121155573985763,7.3621189588085025,16.582042735042734,11.508906016864714,19.586452875264847,19.646599051823184,0.060146176558338815,20.00747611117322,0.2234714963816492
up3__circle,shape_range,2511,847102,up3__circle,左核上移3 mm｜圆形对照,COMPLETE_NO_RUNAWAY,60000.0,127,22,105,169,23,146,2.888888888888889,324.0,184.0,0.3200637943022778,0.1488095238095238,88.0,42,0,0,9.202706552706553,6.457460778215496,8.802439779386534,19.42578418803419,7.743788990787312,13.598495954568257,13.693789642411964,0.09529368784370776,14.354889601827686,0.12302879642354103
up3__radius25_dose_matched,confirmation,2611,847201,up3__circle,左核上移3 mm｜半径 2.5 mm＋降阈值总量匹配,COMPLETE_NO_RUNAWAY,60000.0,102,6,96,165,6,159,2.8205128205128207,306.0,200.0,0.4107863932292238,0.21341463414634146,88.0,63,0,0,11.384571384571386,4.103370835513693,8.509949995015061,18.809517094017092,11.88276001994656,21.09311015372726,21.14972230282014,0.05661214909288176,21.454012604194382,0.1740439891677873
up3__ellipse4__depth_A_scale_1.25,response,2511,847102,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜A核降阈值幅度 × 1.25,COMPLETE_NO_RUNAWAY,60000.0,127,43,84,178,52,126,3.0427350427350426,306.0,200.0,0.327811102502923,0.1638418079096045,82.0,51,0,0,9.772768281101614,7.551546985509249,9.083582567438746,20.107429487179488,5.441344357187127,9.158143382505521,9.268907418321426,0.11076403581590544,10.03733291679427,0.11231314126357472
up3__ellipse4__EE_core_to_out_degree_scale_1.5,response,2511,847101,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜核→外 E→E 实际入度 × 1.5,COMPLETE_NO_RUNAWAY,60000.0,152,39,113,166,39,127,2.8376068376068377,332.0,224.0,0.2622896084058027,0.048484848484848485,88.0,14,0,0,15.143589743589743,8.40207800585159,12.50975077708983,26.680985042735042,7.946286974955302,11.134228383042721,11.196162697621592,0.0619343145788701,11.722604371541987,0.309893122527217
up3__out_perp15,shape_range,2511,847101,up3__out_reference,左核上移3 mm｜左核输出横向范围 ×1.5,COMPLETE_NO_RUNAWAY,60000.0,93,5,88,151,29,122,2.5811965811965814,329.0,180.0,0.48618973074725674,0.21333333333333335,90.0,58,0,0,9.861372269705603,4.924505264127905,7.525161029581752,16.564373931623933,12.676631719097035,21.78034274405513,21.83822400694052,0.05788126288539311,22.116777584576475,0.23269086595105015
endpoint__ellipse4_out_perp20,shape_range,2511,847101,endpoint__ellipse4,端点原位｜拉长 4:1＋输出横向 ×2,COMPLETE_NO_RUNAWAY,60000.0,101,13,88,152,22,130,2.5982905982905984,328.0,152.0,0.45884968605634613,0.2251655629139073,90.0,51,0,0,11.864060788763563,4.11002833644343,7.095427724521852,15.79984829059829,10.581900441388077,18.29992928059724,18.37193938500654,0.07201010440930222,18.75449306468096,0.1865131695133334
up3__ellipse4,confirmation,2611,847201,up3__circle,左核上移3 mm｜沿端点轴拉长 4:1,COMPLETE_NO_RUNAWAY,60000.0,117,8,109,176,11,165,3.0085470085470085,300.0,188.0,0.33831859018583604,0.2,88.0,59,0,0,14.03119941133186,4.8999869178440605,9.149345232533571,20.077811965811964,11.749429212091384,20.66505557861546,20.715351053003864,0.05029547438841116,21.03284123508071,0.18455490466141444
endpoint__radius25,shape_range,2511,847101,endpoint__circle,端点原位｜左核半径 2.5 mm,COMPLETE_NO_RUNAWAY,60000.0,101,63,38,197,130,67,3.3675213675213675,276.0,160.0,0.2791753755870483,0.29591836734693877,74.0,96,0,0,5.865142245846288,12.90566037735849,9.769567772797487,21.52655982905983,2.6438556924108845,3.6623246403050587,3.809399289291738,0.1470746489866795,4.590733362033474,0.10585531599046566
up3__ellipse4__IE_same_core_scale_1.25,response,2511,847102,up3__ellipse4,左核上移3 mm｜沿端点轴拉长 4:1｜同核 I→E 权重 × 1.25,COMPLETE_NO_RUNAWAY,60000.0,106,17,89,138,17,121,2.358974358974359,340.0,204.0,0.5287741933223337,0.1386861313868613,80.0,32,0,0,8.244040835707503,4.113737415624208,7.240102705162631,15.948536324786325,7.561393847770873,13.533190668045194,13.658354152805124,0.12516348475993355,14.362398754579752,0.10352446653746084
