fork_index,z,alpha_G,initial_kind,initial_label,primary_classification,phase,transfer_audit_status,fine_classification,extra_fine_classification,fine_tail_mean_hz,extra_fine_tail_mean_hz,fine_tail_peak_hz,extra_fine_tail_peak_hz,fine_frequency_hz,extra_fine_frequency_hz,extra_fine_support_violation_step_count,extra_fine_over_100hz_tail_step_count,direct_exact_error_pass,fine_direct_exact_max_abs_error_hz,extra_fine_direct_exact_max_abs_error_hz,fine_direct_exact_p99_relative_error,extra_fine_direct_exact_p99_relative_error,final_status,confirm_status,confirm_extra_fine_classification,confirm_extra_fine_tail_mean_hz,confirm_extra_fine_tail_peak_hz,confirm_extra_fine_frequency_hz,dt_half_classification,dt_half_tail_mean_hz,dt_half_tail_peak_hz,dt_half_vs_confirm_rate_abs_difference_hz,dt_half_vs_confirm_frequency_abs_difference_hz,dt_half_direct_exact_pass
81,0.82,24.0,pool_off_manifold_probe,mu_loaded_s_empty,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,6.3179157266011865,6.319748977426219,84.84406769275665,85.03690361976624,3.742203742203822,3.742203742203822,0,0,True,0.015060863782584422,0.003494450662749893,0.005480685352418044,0.001375312911087603,numerical_unresolved,,,,,,,,,,,
82,0.82,24.0,pool_off_manifold_probe,pool_loaded_at_low_rate,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,6.378545658662915,6.3753511095075845,85.07460355758667,84.89300310611725,3.742203742203822,3.742203742203822,0,0,True,0.015060863782584422,0.0032891075472316067,0.0041729805741515125,0.0010347693640404662,numerical_unresolved,,,,,,,,,,,
83,0.82,24.0,root_perturbation,root_0_minus,audit_invalid_candidate,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,6.390472742805854,6.389198361824822,85.02934873104095,85.02479642629623,3.742203742203822,3.742203742203822,0,0,True,0.009662636273858813,0.002086548981368279,0.004262832247819791,0.0012226358071219649,numerical_unresolved,,,,,,,,,,,
84,0.82,24.0,root_perturbation,root_0_plus,bounded_indeterminate,screen,numerical_unresolved,bounded_indeterminate,bounded_indeterminate,5.287446690216978,5.293505592259584,84.52066779136658,85.01840382814407,3.742203742203822,3.742203742203822,0,0,True,0.008943407417928359,0.0019072676116314163,0.005781901399587053,0.001462062721620279,numerical_unresolved,,,,,,,,,,,
85,0.84,32.0,on_manifold_probe,probe_low,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.887422402798374,4.887558534664437,79.76904511451721,79.67350631952286,1.6632016632016986,1.6632016632016986,0,0,True,0.011686656589002253,0.0029887823972118976,0.004770197180857564,0.001177357894492524,numerical_unresolved,,,,,,,,,,,
86,0.84,32.0,on_manifold_probe,probe_rest,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.888447841654557,4.885935669197563,79.56626266241074,79.74434643983841,1.6632016632016986,1.6632016632016986,0,0,True,0.014176476113673953,0.0031477976472210623,0.0047657515232437855,0.0010597927389063015,numerical_unresolved,,,,,,,,,,,
87,0.84,32.0,on_manifold_probe,probe_5hz,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.887813295982197,4.888089813290574,79.53967899084091,79.59560304880142,1.6632016632016986,1.6632016632016986,0,0,True,0.008202051805609838,0.0021926093673645466,0.004762681390413649,0.0010674815757087614,numerical_unresolved,,,,,,,,,,,
88,0.84,32.0,on_manifold_probe,probe_20hz,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.793089620861963,4.7780678935713,79.98788356781006,79.5714408159256,1.6632016632016986,1.6632016632016986,0,0,True,0.008158940164999101,0.0020988035813020514,0.004757774663960002,0.0013847240273434846,numerical_unresolved,,,,,,,,,,,
89,0.84,32.0,on_manifold_probe,probe_boundary,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.890691051274159,4.887745555092362,79.87303286790848,79.26057279109955,1.6632016632016986,1.6632016632016986,0,0,True,0.008236992258558312,0.0021026755612054207,0.00567782954337687,0.0009283495978479859,numerical_unresolved,,,,,,,,,,,
90,0.84,32.0,on_manifold_probe,probe_high,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.890663019868423,4.890803362592849,79.93662357330322,79.86269891262054,1.6632016632016986,1.6632016632016986,0,0,True,0.008242191884978711,0.002567759696770963,0.004821129462855071,0.0011125061003759758,numerical_unresolved,,,,,,,,,,,
91,0.84,32.0,on_manifold_probe,probe_ceiling,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.8923791239034236,4.890144588979999,79.81561869382858,79.9814984202385,1.6632016632016986,1.6632016632016986,0,0,True,0.008183507734353841,0.002306777651587752,0.004773740809916769,0.0008712516693395274,numerical_unresolved,,,,,,,,,,,
92,0.84,32.0,stage0b_off_manifold_probe,e_synapse_loaded_i_low,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.886822808224595,4.886970115477498,79.76239174604416,79.6656385064125,1.6632016632016986,1.6632016632016986,0,0,True,0.008183220450567671,0.00236257597197205,0.004787697439385949,0.0008868502825839625,numerical_unresolved,,,,,,,,,,,
93,0.84,32.0,stage0b_off_manifold_probe,i_synapse_loaded_e_low,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.890746843317144,4.891091144293752,80.0137147307396,79.98043298721313,1.6632016632016986,1.6632016632016986,0,0,True,0.011266794667220276,0.0027457821663474935,0.004733809867131783,0.001166241116216386,numerical_unresolved,,,,,,,,,,,
94,0.84,32.0,stage0b_off_manifold_probe,rate_high_synapse_low,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.8906910982880385,4.8877455236287615,79.87303286790848,79.26056534051895,1.6632016632016986,1.6632016632016986,0,0,True,0.008236992258558312,0.002113947743872732,0.00703112673119362,0.0012700438218047011,numerical_unresolved,,,,,,,,,,,
95,0.84,32.0,stage0b_off_manifold_probe,rate_low_synapse_high,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.888698071790298,4.887706823702689,80.01995086669922,79.76772636175156,1.6632016632016986,1.6632016632016986,0,0,True,0.011054399719254149,0.0021664264541415915,0.004749042616769597,0.0010300177437452115,numerical_unresolved,,,,,,,,,,,
96,0.84,32.0,pool_off_manifold_probe,pool_unloaded_at_high_rate,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.6785638721252205,4.663854291645148,79.8771008849144,79.26972210407257,1.6632016632016986,1.6632016632016986,0,0,True,0.008469301557748055,0.0020424208306045813,0.004716873791508281,0.0013295053966232311,numerical_unresolved,,,,,,,,,,,
97,0.84,32.0,pool_off_manifold_probe,sensor_loaded_pool_empty,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.828476283738967,4.8389398579881675,79.97985929250717,79.80003207921982,1.6632016632016986,1.6632016632016986,0,0,True,0.015060863782584422,0.0032891075472316067,0.0048360004852995055,0.00117647810058098,numerical_unresolved,,,,,,,,,,,
98,0.84,32.0,pool_off_manifold_probe,mu_loaded_s_empty,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.868814882228399,4.873328128119973,79.70717549324036,79.84365522861481,1.6632016632016986,1.6632016632016986,0,0,True,0.015060863782584422,0.0032896441906349327,0.005372794006491082,0.0012620843094838625,numerical_unresolved,,,,,,,,,,,
99,0.84,32.0,pool_off_manifold_probe,pool_loaded_at_low_rate,audit_invalid_candidate,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.875964307642044,4.87576392873746,79.9403265118599,79.86722886562347,1.6632016632016986,1.6632016632016986,0,0,True,0.015060863782584422,0.0032891075472316067,0.00503991640710015,0.0015665058282291434,numerical_unresolved,,,,,,,,,,,
100,0.84,32.0,root_perturbation,root_0_minus,indeterminate_long_transient,screen,numerical_unresolved,indeterminate_long_transient,indeterminate_long_transient,4.88796110187266,4.88753181395969,79.65116202831268,79.29292321205139,1.6632016632016986,1.6632016632016986,0,0,True,0.009664075523996285,0.002530001268416515,0.004743645800321829,0.0010452577375425502,numerical_unresolved,,,,,,,,,,,
101,0.84,32.0,root_perturbation,root_0_plus,bounded_indeterminate,screen,numerical_unresolved,bounded_indeterminate,bounded_indeterminate,4.894997023436649,4.89201343239802,79.89112287759781,79.86519485712051,1.6632016632016986,1.6632016632016986,0,0,True,0.00823902582666302,0.0021137922738773476,0.004697076400048997,0.001127810928989228,numerical_unresolved,,,,,,,,,,,
